PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Name_Letter
446,0,3,0,8,4,1,29.125,3,18
447,0,3,0,29,1,0,27.7208,2,4
448,0,3,0,30,0,0,7.225,2,19
449,0,3,0,33,0,0,7.8542,1,11
450,1,1,0,6,0,2,134.5,2,19
451,0,3,1,11,4,2,31.275,1,1
452,1,3,0,9,0,2,20.525,1,7
453,0,3,1,30,3,1,25.4667,1,12
454,1,1,1,33,0,0,151.55,1,4
455,0,3,1,30,0,0,8.1375,3,16
456,1,3,1,30,1,1,22.3583,2,16
457,1,1,1,19,0,0,30,1,7
458,0,1,0,28,1,0,82.1708,2,13
459,0,3,0,18,0,0,7.75,1,2
460,0,3,0,30,0,0,8.05,1,18
461,0,3,0,21,2,0,24.15,1,4
462,0,3,1,18,0,0,7.775,1,16
463,1,1,1,45,1,1,164.8667,1,23
464,1,2,1,15,0,2,39,1,2
465,1,2,1,29,1,0,26,1,23
466,1,3,1,17,0,1,16.1,1,3
467,1,1,1,44,0,1,57.9792,2,8
468,0,2,0,52,0,0,13,1,7
469,0,3,0,50,0,0,8.05,1,18
470,0,3,0,19,0,0,8.05,1,2
471,0,1,0,30,0,0,52,1,3
472,1,3,1,30,0,0,12.475,1,4
473,0,3,0,32,0,0,7.925,1,12
474,0,3,0,33,0,0,8.6542,1,10
475,1,3,1,16,0,0,7.65,1,1
476,0,3,0,11,5,2,46.9,1,7
477,0,3,0,47,0,0,7.25,1,5
478,1,1,1,23,1,0,113.275,2,14
479,0,3,0,30,0,0,8.05,1,6
480,0,3,1,23,0,0,8.6625,1,15
481,1,3,1,19,0,0,7.8792,3,4
482,0,3,1,18,1,0,17.8,1,1
483,0,1,0,46,0,0,79.2,2,18
484,0,3,0,27,0,0,7.225,2,26
485,1,1,0,56,0,0,35.5,2,19
486,1,2,1,24,2,3,18.75,1,18
487,0,3,1,30,8,2,69.55,1,19
488,0,1,0,70,1,1,71,1,3
489,0,3,0,30,0,0,7.8958,1,20
490,0,2,0,42,1,0,27,1,10
491,0,3,0,24,0,0,8.6625,1,16
492,1,1,0,25,1,0,91.0792,2,2
493,0,2,0,60,1,1,39,1,2
494,0,3,0,51,0,0,7.75,1,23
495,1,1,1,45,0,0,262.375,2,2
496,0,2,0,21,0,0,73.5,1,8
497,0,3,0,30,0,0,7.25,1,11
498,0,2,0,25,0,0,10.5,1,19
499,0,3,0,30,2,0,21.6792,2,19
500,0,3,0,30,1,2,23.45,1,10
501,0,3,0,18,1,0,14.4542,2,3
502,0,3,0,30,0,0,8.05,1,23
503,1,3,0,4,1,1,11.1333,1,10
504,0,3,0,21,0,0,16.1,1,2
505,0,3,1,20,1,0,9.825,1,10
506,0,2,0,18,0,0,10.5,1,6
507,0,2,0,23,2,1,11.5,1,8
508,0,3,1,8,3,1,21.075,1,16
509,1,3,1,15,0,0,7.225,2,14
510,0,3,0,30,0,0,7.8958,2,11
511,1,3,0,44,0,0,7.925,1,19
512,1,1,1,60,1,4,263,1,6
513,0,3,0,27,1,0,14.4542,2,25
514,1,1,1,52,1,0,78.2667,2,19
515,0,2,0,43,1,1,26.25,1,8
516,0,3,0,43,0,0,6.45,1,8
517,1,1,1,33,1,0,53.1,1,3
518,1,3,0,30,1,1,22.3583,2,16
519,0,3,0,22,0,0,7.5208,1,11
520,0,3,0,20.5,0,0,7.25,1,12
521,1,2,1,50,0,0,10.5,1,20
522,0,3,1,18,2,0,18,1,22
523,1,3,1,18,0,1,9.35,1,1
524,0,3,0,32,0,0,8.3625,1,7
525,1,2,1,45,1,1,26.25,1,8
526,1,1,1,53,2,0,51.4792,1,1
527,0,2,0,24,0,0,13,1,7
528,0,3,0,30,1,0,14.4583,2,3
529,0,3,0,61,0,0,6.2375,1,14
530,1,1,0,49,0,0,0,1,9
531,1,2,1,22,0,0,10.5,1,3
532,1,2,1,34,0,1,23,1,4
533,0,1,0,30,0,0,26,1,13
534,0,3,0,30,0,0,7.775,1,18
535,0,3,0,30,0,0,7.8958,1,4
536,1,3,1,30,2,0,23.25,3,13
537,1,3,1,26,1,1,22.025,1,11
538,1,1,1,18,1,0,53.1,1,13
539,0,1,0,30,0,0,0,1,6
540,0,3,0,18,0,0,7.75,1,13
541,0,3,0,49,0,0,0,1,10
542,0,3,0,39,0,0,7.925,1,19
543,0,2,0,66,0,0,10.5,1,23
544,0,3,0,30,0,0,8.05,1,19
545,0,3,1,10,0,2,24.15,1,22
546,1,3,0,25,0,0,7.2292,2,11
547,0,1,0,64,1,0,75.25,2,23
548,1,1,0,30,0,0,30.5,1,19
549,0,3,0,24.5,0,0,8.05,1,19
550,0,3,0,48,0,0,7.8542,1,10
551,0,3,1,30,1,2,23.45,1,10
552,1,1,1,35,1,0,53.1,1,6
553,1,2,0,2,1,1,26,1,14
554,1,2,1,50,0,0,10.5,1,18
555,0,3,0,19,0,0,10.1708,1,4
556,0,2,0,36.5,0,2,26,1,14
557,0,3,1,37,0,0,7.75,3,3
558,0,3,1,3,1,1,13.775,1,16
559,0,2,0,36,1,2,27.75,1,23
560,0,3,0,30,0,0,7.8958,1,16
561,0,3,0,29,0,0,9.4833,1,12
562,0,3,1,28,1,1,14.4,1,4
563,0,2,0,42,0,0,13,1,2
564,1,3,1,13,0,0,7.2292,2,1
565,1,1,1,43,0,1,211.3375,1,18
566,0,3,0,30,0,0,7.05,1,10
567,1,2,0,3,1,1,18.75,1,18
568,0,3,0,30,0,0,7.8958,1,16
569,1,1,1,35,1,0,52,1,8
570,1,1,1,30,0,0,93.5,1,16
571,0,2,0,28,0,0,10.5,1,16
572,0,1,0,58,0,2,113.275,2,14
573,0,3,0,30,0,0,8.7125,1,23
574,1,3,0,0.42,0,1,8.5167,2,20
575,0,3,1,2,4,2,31.275,1,1
576,0,3,0,11.5,1,1,14.5,1,22
577,1,2,1,45,0,0,13.5,1,11
578,1,1,0,31,1,0,57,1,4
579,0,3,0,21,0,0,8.05,1,3
580,0,3,0,30,0,0,8.05,1,13
581,1,1,1,45,0,1,63.3583,2,7
582,0,1,0,23,0,0,93.5,1,16
583,0,3,0,18,0,0,8.6625,1,3
584,1,1,1,48,1,1,79.2,2,6
585,0,3,0,26.5,0,0,7.225,2,26
586,1,3,1,36,1,0,17.4,1,4
587,0,3,0,31,0,0,7.775,1,10
588,1,3,1,18,0,0,7.4958,1,19
589,0,1,0,29,0,0,30,1,12
590,1,3,1,63,0,0,9.5875,1,20
591,1,1,1,30,0,0,110.8833,2,6
592,1,1,1,54,1,0,78.2667,2,5
593,1,3,0,30,0,0,9.5,1,4
594,1,3,0,3,4,2,31.3875,1,1
595,1,1,1,30,1,0,52,1,20
596,1,3,1,1,1,1,11.1333,1,10
597,0,3,0,30,0,0,15.5,3,13
598,0,3,1,19,1,0,16.1,1,13
599,0,3,0,21,0,0,8.05,1,19
600,0,3,0,26,0,0,7.775,1,2
601,0,3,0,40,1,1,15.5,3,2
602,1,3,1,24,0,2,16.7,1,19
603,0,1,0,36,1,0,78.85,1,3
604,1,3,1,4,0,1,13.4167,2,11
605,0,3,0,30,0,0,7.8958,1,19
606,0,3,0,30,8,2,69.55,1,19
607,1,1,1,30,0,0,79.2,2,20
608,0,3,0,30,0,0,7.8958,1,18
609,0,3,0,30,0,0,7.75,3,13
610,0,3,1,6,4,2,31.275,1,1
611,1,3,0,20,1,1,15.7417,2,14
612,0,1,1,50,0,0,28.7125,2,9
613,0,3,0,11,0,0,18.7875,2,8
614,0,3,0,28,0,0,9.5,1,22
615,0,3,0,31,3,0,18,1,22
616,0,3,0,30,0,0,7.75,3,13
617,0,3,0,30,0,0,8.05,1,20
618,0,3,0,51,0,0,8.05,1,7
619,1,2,1,12,0,0,15.75,1,23
620,0,3,0,30,0,0,7.75,3,15
621,0,1,0,50,1,0,106.425,2,4
622,0,1,0,47,0,0,25.5875,1,3
623,0,3,0,34,0,0,8.05,1,13
624,1,1,1,24,0,0,69.3,2,1
625,1,1,0,49,1,0,56.9292,2,4
626,0,3,0,36,0,0,7.4958,1,3
627,1,1,1,54,1,0,59.4,2,18
628,0,3,1,25,1,0,7.925,1,9
629,0,3,0,28,2,0,7.925,1,7
630,0,3,1,2,3,2,27.9,1,19
631,0,3,0,30,0,0,7.8958,1,13
632,0,2,0,47,0,0,10.5,1,7
633,0,2,0,23,0,0,15.0458,2,18
634,1,3,0,12,1,0,11.2417,2,14
635,0,2,0,37,1,0,26,1,3
636,1,1,1,30,1,0,82.1708,2,13
637,0,3,0,21,0,0,7.225,2,1
638,0,3,0,35,0,0,7.8958,2,13
639,0,3,0,30,0,0,7.25,1,1
640,1,2,1,3,1,2,41.5792,2,12
641,0,3,0,14,5,2,46.9,1,7
642,0,3,0,44,0,1,16.1,1,3
643,1,2,1,41,0,1,19.5,1,13
644,0,3,1,23,0,0,7.925,1,8
645,0,2,0,44,1,0,26,1,8
646,1,1,0,42,1,0,52.5542,1,11
647,0,3,0,30,0,0,7.775,1,16
648,0,3,0,29,0,0,7.925,1,13
649,0,3,0,30,0,0,7.75,3,11
650,0,3,1,39,0,5,29.125,3,18
651,0,3,1,40,1,0,9.475,1,1
652,0,3,0,41,0,0,7.85,1,7
653,1,1,1,50,0,1,247.5208,2,2
654,1,1,0,4,0,2,81.8583,1,4
655,0,3,0,30,0,0,8.05,1,19
656,1,3,0,18,0,0,8.05,1,3
657,1,3,0,26,0,0,18.7875,2,1
658,0,3,0,22,1,0,7.25,1,2
659,1,3,1,18,0,0,7.775,1,14
660,0,2,0,24,0,0,13.5,1,7
661,0,3,0,22,0,0,7.7958,1,2
662,0,1,0,45,1,0,83.475,1,8
663,0,3,0,14,4,1,39.6875,1,16
664,0,3,1,24,0,0,7.75,3,4
665,0,3,1,30,0,2,15.2458,2,2
666,0,3,0,21,0,0,7.7333,3,3
667,1,2,0,20,0,0,13.8625,2,14
668,1,3,1,27,0,0,7.925,1,8
669,0,3,0,16,1,3,34.375,1,6
670,1,1,0,53,1,1,81.8583,1,4
671,1,1,1,22,0,2,49.5,2,6
672,0,3,0,30,0,0,7.7333,3,15
673,1,1,0,27,0,0,76.7292,2,8
674,0,1,0,32.5,0,0,211.5,2,11
675,0,3,0,21,0,0,7.75,3,3
676,0,2,0,47,0,0,15,1,10
677,1,2,1,26,0,0,13.5,1,23
678,0,3,0,28.5,0,0,16.1,1,23
679,0,3,0,37,2,0,7.925,1,7
680,0,3,0,41,0,0,7.125,1,14
681,1,1,1,31,0,0,134.5,2,23
682,0,2,0,50,1,0,26,1,12
683,0,3,1,28,0,0,7.775,1,8
684,1,3,1,22,1,1,12.2875,1,8
685,1,3,0,30,0,0,56.4958,1,8
686,0,3,1,30,1,0,15.55,1,12
687,0,3,1,39,1,5,31.275,1,1
688,1,3,0,32,0,0,7.8542,1,10
689,0,3,0,30,0,0,7.2292,2,18
690,1,1,0,25,1,0,55.4417,2,8
691,1,3,1,30,0,0,7.8792,3,13
692,0,2,0,16,0,0,26,1,7
693,0,1,0,45,0,0,26.55,1,2
694,0,3,0,27,0,0,8.6625,1,19
695,1,2,1,2,1,1,26,1,17
696,0,3,0,44,0,0,8.05,1,11
697,0,1,0,25,0,0,26,2,2
698,0,3,1,30.5,0,0,7.75,3,13
699,0,2,0,32,0,0,10.5,1,10
700,1,1,1,35,1,0,90,1,8
701,0,3,0,30,0,0,7.575,1,19
702,1,1,1,30,1,0,51.8625,1,11
703,1,3,1,30,0,2,22.3583,2,16
704,1,2,1,29,0,0,10.5,1,14
705,0,3,0,28,0,0,7.25,1,3
706,1,3,1,36,0,2,15.9,1,3
707,0,3,1,14,0,0,7.8542,1,22
708,0,2,0,30,0,0,13,1,13
709,1,1,0,50,2,0,133.65,1,6
710,0,3,0,30,0,0,7.75,3,19
711,1,1,0,35,0,0,512.3292,2,12
712,1,1,1,49,0,0,25.9292,1,12
713,1,1,0,52,0,0,30.5,1,16
714,0,1,0,46,0,0,26,1,10
715,1,2,1,34,0,0,10.5,1,12
716,0,1,0,31,1,0,52,1,4
717,1,1,0,35,0,0,26.2875,1,19
718,1,2,1,55,0,0,16,1,8
719,0,3,0,19,0,0,7.8958,1,19
720,1,2,1,19,0,0,13,1,2
721,0,3,1,22,0,0,9.8375,1,19
722,1,3,0,19,0,0,8.05,1,4
723,0,2,0,34,1,0,21,1,18
724,1,3,1,30,0,0,7.75,3,8
725,0,2,0,29,0,0,10.5,1,3
726,0,3,0,2,4,1,39.6875,1,16
727,0,2,1,27,1,0,21,1,20
728,0,3,0,20,0,0,7.8542,1,10
729,1,2,1,36,0,0,13,1,2
730,0,3,1,30,1,0,14.4583,2,3
731,1,3,0,30,0,0,7.2292,2,13
732,1,3,0,27,0,0,6.975,1,8
733,0,2,0,30,0,0,13,1,1
734,0,2,0,19,0,0,10.5,1,18
735,0,3,0,47,0,0,9,1,22
736,1,3,1,30,0,0,7.2292,2,13
737,0,3,0,38,0,0,7.8958,1,18
738,0,3,0,30,0,0,7.8958,1,12
739,1,3,1,19,1,0,7.8542,1,1
740,0,3,1,30,0,0,14.5,1,18
741,0,3,0,30,1,0,15.5,3,15
742,0,3,0,30,1,0,16.1,1,20
743,1,3,0,0.83,0,1,9.35,1,1
744,1,3,1,16,0,0,7.7333,3,7
745,1,1,1,39,1,1,83.1583,2,3
746,0,1,1,63,1,0,221.7792,1,19
747,0,3,0,30,0,0,7.8792,1,12
748,0,3,0,30,0,0,7.8958,1,4
749,0,3,1,30,0,0,7.75,3,14
750,0,3,0,30,0,0,8.05,1,3
751,1,3,1,5,4,2,31.3875,1,1
752,0,3,0,4,4,2,31.275,1,1
753,0,3,1,9,1,1,15.2458,2,2
754,1,3,0,30,0,0,7.8875,1,8
755,1,2,1,23,0,0,13.7917,2,10
756,0,3,0,24,0,0,7.7958,1,19
757,0,1,0,47,1,0,227.525,2,1
758,0,2,0,30,0,0,12.875,1,23
759,1,3,1,4,0,2,22.025,1,11
760,0,2,0,62,0,0,9.6875,3,13
761,1,2,1,12,2,1,39,1,2
762,0,3,1,20,0,0,7.8542,1,2
763,1,1,0,30,0,0,25.7417,2,15
764,0,1,0,49,0,0,26,1,3
765,0,3,0,36,1,1,24.15,1,22
766,1,3,0,30,0,0,8.1125,1,10
767,1,1,1,30,0,1,55,1,3
768,0,3,0,34.5,0,0,6.4375,2,12
769,0,3,0,18.5,0,0,7.2292,2,11
770,0,3,0,30,0,0,7.725,3,19
771,0,3,1,27,0,0,7.8792,3,2
772,0,3,0,16,2,0,18,1,22
773,1,2,1,24,0,2,14.5,1,8
774,0,3,1,30,0,0,7.75,3,6
775,1,3,1,30,1,0,16.1,1,20
776,0,3,1,30,0,0,7.75,3,8
777,0,3,0,29,0,0,8.05,1,3
778,0,1,0,54,0,0,51.8625,1,13
779,1,1,1,40,0,0,153.4625,1,19
780,1,1,1,26,0,0,78.85,1,2
781,0,3,0,20,0,0,7.225,2,2
782,0,3,0,26,0,0,8.05,1,1
783,0,1,0,46,1,0,61.175,1,3
784,0,3,0,25,0,0,7.925,1,16
785,0,3,0,30,0,0,8.05,1,13
786,1,3,1,29,0,2,15.2458,2,20
787,1,2,1,42,1,0,26,1,12
788,0,2,0,28,0,0,10.5,1,2
789,0,1,0,30,0,0,45.5,1,12
790,0,3,1,26,0,2,13.775,1,16
791,0,3,0,30,0,0,9.5,1,22
792,1,3,0,9,1,1,15.9,1,3
793,0,2,0,32,2,0,73.5,1,8
794,1,1,1,47,1,0,61.175,1,3
795,0,2,0,41,0,0,13,1,16
796,0,3,0,4,4,1,29.125,3,18
797,0,3,1,45,0,0,7.75,1,12
798,1,2,1,24,1,2,65,1,8
799,1,1,1,16,0,1,39.4,1,12
800,1,2,1,24,1,2,65,1,8
801,0,3,1,22,2,0,8.6625,1,11
802,0,3,1,30,0,0,8.6625,1,3
803,1,3,0,30,0,0,56.4958,1,6
804,1,1,1,30,0,0,27.7208,2,3
805,0,3,0,24,1,0,16.1,1,13
806,0,1,0,62,0,0,26.55,1,19
807,1,1,1,30,1,0,146.5208,2,19
808,0,3,1,30,0,0,8.05,1,13
809,1,3,1,22,0,0,7.725,3,2
810,0,1,0,48,0,0,50.4958,2,2
811,0,2,0,30,0,0,15.0458,2,13
812,0,3,0,30,1,0,16.1,1,12
813,0,3,0,30,0,0,7.3125,1,15
814,0,3,0,18,0,0,7.7958,1,6
815,0,1,0,30,0,0,26.55,1,11
816,1,2,1,40,0,0,13,1,19
817,0,1,0,24,1,0,60,1,19
818,1,3,0,22,0,0,7.225,2,22
819,0,2,0,27,0,0,15.0333,2,16
820,0,3,1,30,0,0,7.6292,3,15
821,0,3,0,16,0,0,7.775,1,5
822,0,3,1,35,0,0,7.75,3,13
823,0,3,1,30,0,0,7.75,3,15
824,0,3,0,30,1,0,7.75,3,11
825,0,3,0,22,0,0,9.35,1,2
826,0,3,0,24,0,0,7.4958,1,3
827,0,3,0,20,0,0,8.6625,1,15
828,0,2,1,57,0,0,10.5,1,13
829,1,1,1,22,1,0,66.6,1,16
830,0,3,0,30,0,0,7.2292,2,20
831,0,1,0,52,1,1,79.65,1,20
832,0,2,1,18,1,1,13,1,8
833,0,1,0,30,0,0,0,1,16
834,0,3,0,24,0,0,7.25,3,3
835,0,1,0,46,0,0,75.2417,2,13
836,1,2,1,35,0,0,21,1,3
837,1,2,1,20,2,1,23,1,8
838,0,2,1,30,0,0,13,1,3
839,0,2,0,48,0,0,13,1,13
840,0,3,0,51,0,0,7.0542,1,12
841,0,3,1,41,0,2,20.2125,1,18
842,0,2,0,30,0,0,0,1,6
843,1,1,1,49,1,0,76.7292,2,8
844,1,2,1,17,0,0,10.5,1,9
845,1,3,0,30,0,0,7.75,3,18
846,1,3,0,6,0,1,12.475,1,13
847,0,2,0,14,0,0,65,1,19
848,0,3,0,30,8,2,69.55,1,19
849,0,3,0,39,1,5,31.275,1,1
850,0,3,0,20,0,0,7.05,1,3
851,1,3,0,29,3,1,22.025,1,11
852,0,2,0,30,0,0,0,1,16
853,1,1,1,58,0,0,26.55,1,2
854,0,3,0,1,4,1,39.6875,1,16
855,0,3,0,22,0,0,7.775,1,12
856,0,2,0,18,0,0,11.5,1,2
857,0,3,0,30,1,2,23.45,1,10
858,1,2,0,42,0,0,13,1,8
859,0,3,0,33,0,0,7.8958,1,13
860,0,3,1,48,1,3,34.375,1,6
861,0,3,0,21,0,0,7.925,1,19
862,0,1,0,39,1,0,71.2833,2,3
863,1,1,0,27,0,0,30.5,1,4
864,0,3,0,28,0,0,22.525,1,8
865,0,1,0,50,1,0,55.9,1,19
866,0,3,0,30,2,0,21.6792,2,19
867,1,3,1,1,1,1,16.7,1,19
868,0,3,0,30,0,0,7.55,1,13
869,1,2,1,54,1,3,23,1,8
870,0,3,0,23,1,0,13.9,1,4
871,0,3,0,32,0,0,7.925,1,20
872,0,3,0,40,1,5,31.3875,1,1
873,0,1,0,28.5,0,0,27.7208,2,15
874,0,3,0,24,2,0,24.15,1,4
875,0,2,0,30,0,0,0,1,11
876,0,3,0,20,0,0,8.05,1,19
877,1,1,1,40,1,1,134.5,2,19
878,0,3,0,26,1,0,7.8542,1,8
879,0,1,0,47,0,0,38.5,1,7
880,0,3,0,22,0,0,8.05,1,2
881,0,2,0,19,1,1,36.75,1,14
882,0,2,1,30,0,0,21,1,3
883,0,2,0,27,0,0,26,1,19
884,0,2,0,27,1,0,26,1,23
885,0,3,0,30,2,0,21.6792,2,19
886,0,3,0,17,0,0,8.6625,1,3
887,1,1,0,30,0,0,35.5,1,23
888,1,2,1,8,0,2,26.25,1,3
889,1,1,1,21,2,2,262.375,2,18
890,0,3,1,9,3,2,27.9,1,19
891,1,3,0,27,0,0,8.6625,1,12