PassengerId,Survived,Pclass,Sex,Embarked,AgeGroup,SibSp,Parch,FareBand,relatives,not_alone
446,0,3,0,3,2,4,1,3,5,0
447,0,3,0,2,5,1,0,3,1,0
448,0,3,0,2,4,0,0,1,0,1
449,0,3,0,1,5,0,0,1,0,1
450,1,1,0,2,2,0,2,4,2,0
451,0,3,1,1,2,4,2,3,6,0
452,1,3,0,1,2,0,2,3,2,0
453,0,3,1,1,3,3,1,3,4,0
454,1,1,1,1,5,0,0,4,0,1
455,0,3,1,3,5,0,0,2,0,1
456,1,3,1,2,4,1,1,3,2,0
457,1,1,1,1,4,0,0,3,0,1
458,0,1,0,2,5,1,0,4,1,0
459,0,3,0,1,3,0,0,1,0,1
460,0,3,0,1,5,0,0,2,0,1
461,0,3,0,1,4,2,0,3,2,0
462,0,3,1,1,3,0,0,1,0,1
463,1,1,1,1,6,1,1,4,2,0
464,1,2,1,1,3,0,2,4,2,0
465,1,2,1,1,5,1,0,3,1,0
466,1,3,1,1,3,0,1,3,1,0
467,1,1,1,2,6,0,1,4,1,0
468,0,2,0,1,6,0,0,2,0,1
469,0,3,0,1,6,0,0,2,0,1
470,0,3,0,1,4,0,0,2,0,1
471,0,1,0,1,5,0,0,4,0,1
472,1,3,1,1,5,0,0,2,0,1
473,0,3,0,1,5,0,0,2,0,1
474,0,3,0,1,5,0,0,2,0,1
475,1,3,1,1,3,0,0,1,0,1
476,0,3,0,1,2,5,2,4,7,0
477,0,3,0,1,6,0,0,1,0,1
478,1,1,1,2,4,1,0,4,1,0
479,0,3,0,1,3,0,0,2,0,1
480,0,3,1,1,4,0,0,2,0,1
481,1,3,1,3,4,0,0,1,0,1
482,0,3,1,1,3,1,0,3,1,0
483,0,1,0,2,6,0,0,4,0,1
484,0,3,0,2,5,0,0,1,0,1
485,1,1,0,2,6,0,0,4,0,1
486,1,2,1,1,4,2,3,3,5,0
487,0,3,1,1,3,8,2,4,10,0
488,0,1,0,1,7,1,1,4,2,0
489,0,3,0,1,4,0,0,1,0,1
490,0,2,0,1,6,1,0,3,1,0
491,0,3,0,1,4,0,0,2,0,1
492,1,1,0,2,5,1,0,4,1,0
493,0,2,0,1,6,1,1,4,2,0
494,0,3,0,1,6,0,0,1,0,1
495,1,1,1,2,6,0,0,4,0,1
496,0,2,0,1,4,0,0,4,0,1
497,0,3,0,1,6,0,0,1,0,1
498,0,2,0,1,5,0,0,2,0,1
499,0,3,0,2,4,2,0,3,2,0
500,0,3,0,1,4,1,2,3,3,0
501,0,3,0,2,3,1,0,2,1,0
502,0,3,0,1,5,0,0,2,0,1
503,1,3,0,1,1,1,1,2,2,0
504,0,3,0,1,4,0,0,3,0,1
505,0,3,1,1,4,1,0,2,1,0
506,0,2,0,1,3,0,0,2,0,1
507,0,2,0,1,4,2,1,2,3,0
508,0,3,1,1,2,3,1,3,4,0
509,1,3,1,2,3,0,0,1,0,1
510,0,3,0,2,5,0,0,1,0,1
511,1,3,0,1,6,0,0,2,0,1
512,1,1,1,1,6,1,4,4,5,0
513,0,3,0,2,5,1,0,2,1,0
514,1,1,1,2,6,1,0,4,1,0
515,0,2,0,1,6,1,1,3,2,0
516,0,3,0,1,6,0,0,1,0,1
517,1,1,1,1,5,1,0,4,1,0
518,1,3,0,2,3,1,1,3,2,0
519,0,3,0,1,4,0,0,1,0,1
520,0,3,0,1,4,0,0,1,0,1
521,1,2,1,1,6,0,0,2,0,1
522,0,3,1,1,3,2,0,3,2,0
523,1,3,1,1,3,0,1,2,1,0
524,0,3,0,1,5,0,0,2,0,1
525,1,2,1,1,6,1,1,3,2,0
526,1,1,1,1,6,2,0,4,2,0
527,0,2,0,1,4,0,0,2,0,1
528,0,3,0,2,6,1,0,2,1,0
529,0,3,0,1,7,0,0,1,0,1
530,1,1,0,1,6,0,0,1,0,1
531,1,2,1,1,4,0,0,2,0,1
532,1,2,1,1,5,0,1,3,1,0
533,0,1,0,1,5,0,0,3,0,1
534,0,3,0,1,6,0,0,1,0,1
535,0,3,0,1,4,0,0,1,0,1
536,1,3,1,3,6,2,0,3,2,0
537,1,3,1,1,5,1,1,3,2,0
538,1,1,1,1,3,1,0,4,1,0
539,0,1,0,1,4,0,0,1,0,1
540,0,3,0,1,3,0,0,1,0,1
541,0,3,0,1,6,0,0,1,0,1
542,0,3,0,1,6,0,0,2,0,1
543,0,2,0,1,7,0,0,2,0,1
544,0,3,0,1,6,0,0,2,0,1
545,0,3,1,1,2,0,2,3,2,0
546,1,3,0,2,5,0,0,1,0,1
547,0,1,0,2,7,1,0,4,1,0
548,1,1,0,1,6,0,0,3,0,1
549,0,3,0,1,4,0,0,2,0,1
550,0,3,0,1,6,0,0,1,0,1
551,0,3,1,1,6,1,2,3,3,0
552,1,1,1,1,5,1,0,4,1,0
553,1,2,0,1,1,1,1,3,2,0
554,1,2,1,1,6,0,0,2,0,1
555,0,3,0,1,4,0,0,2,0,1
556,0,2,0,1,6,0,2,3,2,0
557,0,3,1,3,6,0,0,1,0,1
558,0,3,1,1,1,1,1,2,2,0
559,0,2,0,1,6,1,2,3,3,0
560,0,3,0,1,4,0,0,1,0,1
561,0,3,0,1,5,0,0,2,0,1
562,0,3,1,1,5,1,1,2,2,0
563,0,2,0,1,6,0,0,2,0,1
564,1,3,1,2,3,0,0,1,0,1
565,1,1,1,1,6,0,1,4,1,0
566,0,3,0,1,3,0,0,1,0,1
567,1,2,0,1,1,1,1,3,2,0
568,0,3,0,1,5,0,0,1,0,1
569,1,1,1,1,5,1,0,4,1,0
570,1,1,1,1,5,0,0,4,0,1
571,0,2,0,1,5,0,0,2,0,1
572,0,1,0,2,6,0,2,4,2,0
573,0,3,0,1,6,0,0,2,0,1
574,1,3,0,2,1,0,1,2,1,0
575,0,3,1,1,1,4,2,3,6,0
576,0,3,0,1,2,1,1,3,2,0
577,1,2,1,1,6,0,0,2,0,1
578,1,1,0,1,5,1,0,4,1,0
579,0,3,0,1,4,0,0,2,0,1
580,0,3,0,1,6,0,0,2,0,1
581,1,1,1,2,6,0,1,4,1,0
582,0,1,0,1,4,0,0,4,0,1
583,0,3,0,1,3,0,0,2,0,1
584,1,1,1,2,6,1,1,4,2,0
585,0,3,0,2,5,0,0,1,0,1
586,1,3,1,1,6,1,0,3,1,0
587,0,3,0,1,5,0,0,1,0,1
588,1,3,1,1,3,0,0,1,0,1
589,0,1,0,1,5,0,0,3,0,1
590,1,3,1,1,7,0,0,2,0,1
591,1,1,1,2,5,0,0,4,0,1
592,1,1,1,2,6,1,0,4,1,0
593,1,3,0,1,5,0,0,2,0,1
594,1,3,0,1,1,4,2,4,6,0
595,1,1,1,1,3,1,0,4,1,0
596,1,3,1,1,1,1,1,2,2,0
597,0,3,0,3,3,0,0,3,0,1
598,0,3,1,1,4,1,0,3,1,0
599,0,3,0,1,4,0,0,2,0,1
600,0,3,0,1,5,0,0,1,0,1
601,0,3,0,3,6,1,1,3,2,0
602,1,3,1,1,4,0,2,3,2,0
603,0,1,0,1,6,1,0,4,1,0
604,1,3,1,2,1,0,1,2,1,0
605,0,3,0,1,5,0,0,1,0,1
606,0,3,0,1,4,8,2,4,10,0
607,1,1,1,2,5,0,0,4,0,1
608,0,3,0,1,5,0,0,1,0,1
609,0,3,0,3,5,0,0,1,0,1
610,0,3,1,1,2,4,2,3,6,0
611,1,3,0,2,4,1,1,3,2,0
612,0,1,1,2,6,0,0,3,0,1
613,0,3,0,2,2,0,0,3,0,1
614,0,3,0,1,5,0,0,2,0,1
615,0,3,0,1,5,3,0,3,3,0
616,0,3,0,3,5,0,0,1,0,1
617,0,3,0,1,5,0,0,2,0,1
618,0,3,0,1,6,0,0,2,0,1
619,1,2,1,1,2,0,0,3,0,1
620,0,3,0,3,5,0,0,1,0,1
621,0,1,0,2,6,1,0,4,1,0
622,0,1,0,1,6,0,0,3,0,1
623,0,3,0,1,5,0,0,2,0,1
624,1,1,1,2,4,0,0,4,0,1
625,1,1,0,2,6,1,0,4,1,0
626,0,3,0,1,6,0,0,1,0,1
627,1,1,1,2,6,1,0,4,1,0
628,0,3,1,1,5,1,0,2,1,0
629,0,3,0,1,5,2,0,2,2,0
630,0,3,1,1,1,3,2,3,5,0
631,0,3,0,1,3,0,0,1,0,1
632,0,2,0,1,6,0,0,2,0,1
633,0,2,0,2,4,0,0,3,0,1
634,1,3,0,2,2,1,0,2,1,0
635,0,2,0,1,6,1,0,3,1,0
636,1,1,1,2,5,1,0,4,1,0
637,0,3,0,2,4,0,0,1,0,1
638,0,3,0,2,5,0,0,1,0,1
639,0,3,0,1,5,0,0,1,0,1
640,1,2,1,2,1,1,2,4,3,0
641,0,3,0,1,3,5,2,4,7,0
642,0,3,0,1,6,0,1,3,1,0
643,1,2,1,1,6,0,1,3,1,0
644,0,3,1,1,4,0,0,2,0,1
645,0,2,0,1,6,1,0,3,1,0
646,1,1,0,1,6,1,0,4,1,0
647,0,3,0,1,5,0,0,1,0,1
648,0,3,0,1,5,0,0,2,0,1
649,0,3,0,3,4,0,0,1,0,1
650,0,3,1,3,6,0,5,3,5,0
651,0,3,1,1,6,1,0,2,1,0
652,0,3,0,1,6,0,0,1,0,1
653,1,1,1,2,6,0,1,4,1,0
654,1,1,0,1,1,0,2,4,2,0
655,0,3,0,1,5,0,0,2,0,1
656,1,3,0,1,3,0,0,2,0,1
657,1,3,0,2,5,0,0,3,0,1
658,0,3,0,1,4,1,0,1,1,0
659,1,3,1,1,3,0,0,1,0,1
660,0,2,0,1,4,0,0,2,0,1
661,0,3,0,1,4,0,0,1,0,1
662,0,1,0,1,6,1,0,4,1,0
663,0,3,0,1,3,4,1,4,5,0
664,0,3,1,3,4,0,0,1,0,1
665,0,3,1,2,6,0,2,3,2,0
666,0,3,0,3,4,0,0,1,0,1
667,1,2,0,2,4,0,0,2,0,1
668,1,3,1,1,5,0,0,2,0,1
669,0,3,0,1,3,1,3,4,4,0
670,1,1,0,1,6,1,1,4,2,0
671,1,1,1,2,4,0,2,4,2,0
672,0,3,0,3,4,0,0,1,0,1
673,1,1,0,2,5,0,0,4,0,1
674,0,1,0,2,5,0,0,4,0,1
675,0,3,0,3,4,0,0,1,0,1
676,0,2,0,1,6,0,0,3,0,1
677,1,2,1,1,5,0,0,2,0,1
678,0,3,0,1,5,0,0,3,0,1
679,0,3,0,1,6,2,0,2,2,0
680,0,3,0,1,6,0,0,1,0,1
681,1,1,1,2,5,0,0,4,0,1
682,0,2,0,1,6,1,0,3,1,0
683,0,3,1,1,5,0,0,1,0,1
684,1,3,1,1,4,1,1,2,2,0
685,1,3,0,1,6,0,0,4,0,1
686,0,3,1,1,5,1,0,3,1,0
687,0,3,1,1,6,1,5,3,6,0
688,1,3,0,1,5,0,0,1,0,1
689,0,3,0,2,5,0,0,1,0,1
690,1,1,0,2,5,1,0,4,1,0
691,1,3,1,3,5,0,0,1,0,1
692,0,2,0,1,3,0,0,3,0,1
693,0,1,0,1,6,0,0,3,0,1
694,0,3,0,1,5,0,0,2,0,1
695,1,2,1,1,1,1,1,3,2,0
696,0,3,0,1,6,0,0,2,0,1
697,0,1,0,2,5,0,0,3,0,1
698,0,3,1,3,5,0,0,1,0,1
699,0,2,0,1,5,0,0,2,0,1
700,1,1,1,1,5,1,0,4,1,0
701,0,3,0,1,3,0,0,1,0,1
702,1,1,1,1,6,1,0,4,1,0
703,1,3,1,2,5,0,2,3,2,0
704,1,2,1,1,5,0,0,2,0,1
705,0,3,0,1,5,0,0,1,0,1
706,1,3,1,1,6,0,2,3,2,0
707,0,3,1,1,3,0,0,1,0,1
708,0,2,0,1,5,0,0,2,0,1
709,1,1,0,1,6,2,0,4,2,0
710,0,3,0,3,5,0,0,1,0,1
711,1,1,0,2,5,0,0,4,0,1
712,1,1,1,1,6,0,0,3,0,1
713,1,1,0,1,6,0,0,3,0,1
714,0,1,0,1,6,0,0,3,0,1
715,1,2,1,1,5,0,0,2,0,1
716,0,1,0,1,5,1,0,4,1,0
717,1,1,0,1,5,0,0,3,0,1
718,1,2,1,1,6,0,0,3,0,1
719,0,3,0,1,4,0,0,1,0,1
720,1,2,1,1,4,0,0,2,0,1
721,0,3,1,1,4,0,0,2,0,1
722,1,3,0,1,4,0,0,2,0,1
723,0,2,0,1,5,1,0,3,1,0
724,1,3,1,3,5,0,0,1,0,1
725,0,2,0,1,5,0,0,2,0,1
726,0,3,0,1,1,4,1,4,5,0
727,0,2,1,1,5,1,0,3,1,0
728,0,3,0,1,4,0,0,1,0,1
729,1,2,1,1,6,0,0,2,0,1
730,0,3,1,2,5,1,0,2,1,0
731,1,3,0,2,5,0,0,1,0,1
732,1,3,0,1,5,0,0,1,0,1
733,0,2,0,1,5,0,0,2,0,1
734,0,2,0,1,4,0,0,2,0,1
735,0,3,0,1,6,0,0,2,0,1
736,1,3,1,2,6,0,0,1,0,1
737,0,3,0,1,6,0,0,1,0,1
738,0,3,0,1,5,0,0,1,0,1
739,1,3,1,1,4,1,0,1,1,0
740,0,3,1,1,6,0,0,3,0,1
741,0,3,0,3,5,1,0,3,1,0
742,0,3,0,1,6,1,0,3,1,0
743,1,3,0,1,1,0,1,2,1,0
744,1,3,1,3,3,0,0,1,0,1
745,1,1,1,2,6,1,1,4,2,0
746,0,1,1,1,7,1,0,4,1,0
747,0,3,0,1,5,0,0,1,0,1
748,0,3,0,1,5,0,0,1,0,1
749,0,3,1,3,5,0,0,1,0,1
750,0,3,0,1,5,0,0,2,0,1
751,1,3,1,1,1,4,2,4,6,0
752,0,3,0,1,1,4,2,3,6,0
753,0,3,1,2,2,1,1,3,2,0
754,1,3,0,1,4,0,0,1,0,1
755,1,2,1,2,4,0,0,2,0,1
756,0,3,0,1,4,0,0,1,0,1
757,0,1,0,2,6,1,0,4,1,0
758,0,2,0,1,6,0,0,2,0,1
759,1,3,1,1,1,0,2,3,2,0
760,0,2,0,3,7,0,0,2,0,1
761,1,2,1,1,2,2,1,4,3,0
762,0,3,1,1,4,0,0,1,0,1
763,1,1,0,2,6,0,0,3,0,1
764,0,1,0,1,6,0,0,3,0,1
765,0,3,0,1,6,1,1,3,2,0
766,1,3,0,1,5,0,0,2,0,1
767,1,1,1,1,4,0,1,4,1,0
768,0,3,0,2,5,0,0,1,0,1
769,0,3,0,2,3,0,0,1,0,1
770,0,3,0,3,5,0,0,1,0,1
771,0,3,1,3,5,0,0,1,0,1
772,0,3,0,1,3,2,0,3,2,0
773,1,2,1,1,4,0,2,3,2,0
774,0,3,1,3,6,0,0,1,0,1
775,1,3,1,1,5,1,0,3,1,0
776,0,3,1,3,6,0,0,1,0,1
777,0,3,0,1,5,0,0,2,0,1
778,0,1,0,1,6,0,0,4,0,1
779,1,1,1,1,6,0,0,4,0,1
780,1,1,1,1,5,0,0,4,0,1
781,0,3,0,2,4,0,0,1,0,1
782,0,3,0,1,5,0,0,2,0,1
783,0,1,0,1,6,1,0,4,1,0
784,0,3,0,1,5,0,0,2,0,1
785,0,3,0,1,6,0,0,2,0,1
786,1,3,1,2,5,0,2,3,2,0
787,1,2,1,1,6,1,0,3,1,0
788,0,2,0,1,5,0,0,2,0,1
789,0,1,0,1,5,0,0,4,0,1
790,0,3,1,1,5,0,2,2,2,0
791,0,3,0,1,5,0,0,2,0,1
792,1,3,0,1,2,1,1,3,2,0
793,0,2,0,1,5,2,0,4,2,0
794,1,1,1,1,6,1,0,4,1,0
795,0,2,0,1,6,0,0,2,0,1
796,0,3,0,3,1,4,1,3,5,0
797,0,3,1,1,6,0,0,1,0,1
798,1,2,1,1,4,1,2,4,3,0
799,1,1,1,1,3,0,1,4,1,0
800,1,2,1,1,4,1,2,4,3,0
801,0,3,1,1,4,2,0,2,2,0
802,0,3,1,1,5,0,0,2,0,1
803,1,3,0,1,4,0,0,4,0,1
804,1,1,1,2,5,0,0,3,0,1
805,0,3,0,1,4,1,0,3,1,0
806,0,1,0,1,7,0,0,3,0,1
807,1,1,1,2,6,1,0,4,1,0
808,0,3,1,1,6,0,0,2,0,1
809,1,3,1,3,4,0,0,1,0,1
810,0,1,0,2,6,0,0,4,0,1
811,0,2,0,2,4,0,0,3,0,1
812,0,3,0,1,5,1,0,3,1,0
813,0,3,0,1,5,0,0,1,0,1
814,0,3,0,1,3,0,0,1,0,1
815,0,1,0,1,5,0,0,3,0,1
816,1,2,1,1,6,0,0,2,0,1
817,0,1,0,1,4,1,0,4,1,0
818,1,3,0,2,4,0,0,1,0,1
819,0,2,0,2,5,0,0,3,0,1
820,0,3,1,3,6,0,0,1,0,1
821,0,3,0,1,3,0,0,1,0,1
822,0,3,1,3,5,0,0,1,0,1
823,0,3,1,3,5,0,0,1,0,1
824,0,3,0,3,6,1,0,1,1,0
825,0,3,0,1,4,0,0,2,0,1
826,0,3,0,1,4,0,0,1,0,1
827,0,3,0,1,4,0,0,2,0,1
828,0,2,1,1,6,0,0,2,0,1
829,1,1,1,1,4,1,0,4,1,0
830,0,3,0,2,6,0,0,1,0,1
831,0,1,0,1,6,1,1,4,2,0
832,0,2,1,1,3,1,1,2,2,0
833,0,1,0,1,4,0,0,1,0,1
834,0,3,0,3,4,0,0,1,0,1
835,0,1,0,2,6,0,0,4,0,1
836,1,2,1,1,5,0,0,3,0,1
837,1,2,1,1,4,2,1,3,3,0
838,0,2,1,1,5,0,0,2,0,1
839,0,2,0,1,6,0,0,2,0,1
840,0,3,0,1,6,0,0,1,0,1
841,0,3,1,1,6,0,2,3,2,0
842,0,2,0,1,5,0,0,1,0,1
843,1,1,1,2,6,1,0,4,1,0
844,1,2,1,1,3,0,0,2,0,1
845,1,3,0,3,5,0,0,1,0,1
846,1,3,0,1,2,0,1,2,1,0
847,0,2,0,1,3,0,0,4,0,1
848,0,3,0,1,5,8,2,4,10,0
849,0,3,0,1,6,1,5,3,6,0
850,0,3,0,1,4,0,0,1,0,1
851,1,3,0,1,5,3,1,3,4,0
852,0,2,0,1,6,0,0,1,0,1
853,1,1,1,1,6,0,0,3,0,1
854,0,3,0,1,1,4,1,4,5,0
855,0,3,0,1,4,0,0,1,0,1
856,0,2,0,1,3,0,0,2,0,1
857,0,3,0,1,6,1,2,3,3,0
858,1,2,0,1,6,0,0,2,0,1
859,0,3,0,1,5,0,0,1,0,1
860,0,3,1,1,6,1,3,4,4,0
861,0,3,0,1,4,0,0,2,0,1
862,0,1,0,2,6,1,0,4,1,0
863,1,1,0,1,5,0,0,3,0,1
864,0,3,0,1,5,0,0,3,0,1
865,0,1,0,1,6,1,0,4,1,0
866,0,3,0,2,4,2,0,3,2,0
867,1,3,1,1,1,1,1,3,2,0
868,0,3,0,1,3,0,0,1,0,1
869,1,2,1,1,6,1,3,3,4,0
870,0,3,0,1,4,1,0,2,1,0
871,0,3,0,1,5,0,0,2,0,1
872,0,3,0,1,6,1,5,4,6,0
873,0,1,0,2,5,0,0,3,0,1
874,0,3,0,1,4,2,0,3,2,0
875,0,2,0,1,5,0,0,1,0,1
876,0,3,0,1,4,0,0,2,0,1
877,1,1,1,2,6,1,1,4,2,0
878,0,3,0,1,5,1,0,1,1,0
879,0,1,0,1,6,0,0,4,0,1
880,0,3,0,1,4,0,0,2,0,1
881,0,2,0,1,4,1,1,4,2,0
882,0,2,1,1,5,0,0,3,0,1
883,0,2,0,1,5,0,0,3,0,1
884,0,2,0,1,5,1,0,3,1,0
885,0,3,0,2,6,2,0,3,2,0
886,0,3,0,1,3,0,0,2,0,1
887,1,1,0,1,6,0,0,4,0,1
888,1,2,1,1,2,0,2,3,2,0
889,1,1,1,2,4,2,2,4,4,0
890,0,3,1,1,2,3,2,3,5,0
891,1,3,0,1,5,0,0,2,0,1