PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,relatives,fare_pp,AgeGroup,not_alone
447,0,2,0,1,0,2,1,13.8604,5,0
448,0,3,0,0,0,2,0,7.225,6,1
449,0,3,0,0,0,1,0,7.8542,5,1
450,1,1,0,0,2,2,2,44.83333333,2,0
451,0,3,1,4,2,1,6,4.467857143,2,0
452,1,3,0,0,2,1,2,6.841666667,2,0
453,0,3,1,3,1,1,4,5.09334,6,0
454,1,1,1,0,0,1,0,151.55,5,1
455,0,3,1,0,0,3,0,8.1375,6,1
456,1,3,1,1,1,2,2,7.452766667,5,0
457,1,1,1,0,0,1,0,30,4,1
458,0,1,0,1,0,2,1,41.0854,5,0
459,0,3,0,0,0,1,0,7.75,3,1
460,0,3,0,0,0,1,0,8.05,4,1
461,0,3,0,2,0,1,2,8.05,4,0
462,0,3,1,0,0,1,0,7.775,3,1
463,1,1,1,1,1,1,2,54.95556667,6,0
464,1,2,1,0,2,1,2,13,3,0
465,1,2,1,1,0,1,1,13,5,0
466,1,3,1,0,1,1,1,8.05,3,0
467,1,1,1,0,1,2,1,28.9896,6,0
468,0,2,0,0,0,1,0,13,6,1
469,0,3,0,0,0,1,0,8.05,6,1
470,0,3,0,0,0,1,0,8.05,4,1
471,0,1,0,0,0,1,0,52,6,1
472,1,3,1,0,0,1,0,12.475,5,1
473,0,3,0,0,0,1,0,7.925,5,1
474,0,3,0,0,0,1,0,8.6542,5,1
475,1,3,1,0,0,1,0,7.65,3,1
476,0,3,0,5,2,1,7,5.8625,2,0
477,0,3,0,0,0,1,0,7.25,6,1
478,1,1,1,1,0,2,1,56.6375,4,0
479,0,3,0,0,0,1,0,8.05,6,1
480,0,3,1,0,0,1,0,8.6625,4,1
481,1,3,1,0,0,3,0,7.8792,4,1
482,0,3,1,1,0,1,1,8.9,3,0
483,0,1,0,0,0,2,0,79.2,6,1
484,0,3,0,0,0,2,0,7.225,5,1
485,1,1,0,0,0,2,0,35.5,6,1
486,1,2,1,2,3,1,5,3.125,4,0
487,0,3,1,8,2,1,10,6.322727273,5,0
488,0,1,0,1,1,1,2,23.66666667,7,0
489,0,3,0,0,0,1,0,7.8958,6,1
490,0,2,0,1,0,1,1,13.5,6,0
491,0,3,0,0,0,1,0,8.6625,4,1
492,1,1,0,1,0,2,1,45.5396,5,0
493,0,2,0,1,1,1,2,13,6,0
494,0,3,0,0,0,1,0,7.75,6,1
495,1,1,1,0,0,2,0,262.375,6,1
496,0,1,0,0,0,1,0,73.5,4,1
497,0,3,0,0,0,1,0,7.25,6,1
498,0,2,0,0,0,1,0,10.5,5,1
499,0,3,0,2,0,2,2,7.2264,6,0
500,0,3,0,1,2,1,3,5.8625,3,0
501,0,3,0,1,0,2,1,7.2271,3,0
502,0,3,0,0,0,1,0,8.05,5,1
503,1,3,0,1,1,1,2,3.7111,1,0
504,0,3,0,0,0,1,0,16.1,4,1
505,0,3,1,1,0,1,1,4.9125,4,0
506,0,2,0,0,0,1,0,10.5,3,1
507,0,3,0,2,1,1,3,2.875,4,0
508,0,3,1,3,1,1,4,4.215,2,0
509,1,3,1,0,0,2,0,7.225,3,1
510,0,3,0,0,0,2,0,7.8958,5,1
511,1,3,0,0,0,1,0,7.925,6,1
512,1,1,1,1,4,1,5,43.83333333,6,0
513,0,3,0,1,0,2,1,7.2271,5,0
514,1,1,1,1,0,2,1,39.13335,6,0
515,0,3,0,1,1,1,2,8.75,6,0
516,0,3,0,0,0,1,0,6.45,6,1
517,1,1,1,1,0,1,1,26.55,5,0
518,1,3,0,1,1,2,2,7.452766667,6,0
519,0,3,0,0,0,1,0,7.5208,4,1
520,0,3,0,0,0,1,0,7.25,4,1
521,1,2,1,0,0,1,0,10.5,6,1
522,0,3,1,2,0,1,2,6,3,0
523,1,3,1,0,1,1,1,4.675,3,0
524,0,3,0,0,0,1,0,8.3625,5,1
525,1,2,1,1,1,1,2,8.75,6,0
526,1,1,1,2,0,1,2,17.15973333,6,0
527,0,2,0,0,0,1,0,13,4,1
528,0,3,0,1,0,2,1,7.22915,6,0
529,0,3,0,0,0,1,0,6.2375,7,1
530,1,1,0,0,0,1,0,0,6,1
531,1,2,1,0,0,1,0,10.5,4,1
532,1,2,1,0,1,1,1,11.5,5,0
533,0,1,0,0,0,1,0,26,5,1
534,0,3,0,0,0,1,0,7.775,5,1
535,0,3,0,0,0,1,0,7.8958,5,1
536,1,3,1,2,0,3,2,7.75,5,0
537,1,3,1,1,1,1,2,7.341666667,5,0
538,1,1,1,1,0,1,1,26.55,3,0
539,0,1,0,0,0,1,0,0,6,1
540,0,3,0,0,0,1,0,7.75,3,1
541,0,3,0,0,0,1,0,0,6,1
542,0,3,0,0,0,1,0,7.925,6,1
543,0,2,0,0,0,1,0,10.5,7,1
544,0,3,0,0,0,1,0,8.05,5,1
545,0,3,1,0,2,1,2,8.05,2,0
546,1,3,0,0,0,2,0,7.2292,5,1
547,0,1,0,1,0,2,1,37.625,7,0
548,1,1,0,0,0,1,0,30.5,6,1
549,0,3,0,0,0,1,0,8.05,4,1
550,0,3,0,0,0,1,0,7.8542,6,1
551,0,3,1,1,2,1,3,5.8625,5,0
552,1,1,1,1,0,1,1,26.55,5,0
553,1,2,0,1,1,1,2,8.666666667,1,0
554,1,2,1,0,0,1,0,10.5,6,1
555,0,3,0,0,0,1,0,10.1708,4,1
556,0,3,0,0,2,1,2,8.666666667,6,0
557,0,3,1,0,0,3,0,7.75,6,1
558,0,3,1,1,1,1,2,4.591666667,1,0
559,0,2,0,1,2,1,3,6.9375,6,0
560,0,3,0,0,0,1,0,7.8958,5,1
561,0,3,0,0,0,1,0,9.4833,5,1
562,0,3,1,1,1,1,2,4.8,5,0
563,0,2,0,0,0,1,0,13,6,1
564,1,3,1,0,0,2,0,7.2292,3,1
565,1,1,1,0,1,1,1,105.66875,6,0
566,0,3,0,0,0,1,0,7.05,3,1
567,1,3,0,1,1,1,2,6.25,1,0
568,0,3,0,0,0,1,0,7.8958,6,1
569,1,1,1,1,0,1,1,26,5,0
570,1,1,1,0,0,1,0,93.5,5,1
571,0,2,0,0,0,1,0,10.5,5,1
572,0,1,0,0,2,2,2,37.75833333,6,0
573,0,3,0,0,0,1,0,8.7125,3,1
574,1,3,0,0,1,2,1,4.25835,1,0
575,0,3,1,4,2,1,6,4.467857143,1,0
576,0,3,0,1,1,1,2,4.833333333,2,0
577,1,2,1,0,0,1,0,13.5,6,1
578,1,1,0,1,0,1,1,28.5,5,0
579,0,3,0,0,0,1,0,8.05,4,1
580,0,3,0,0,0,1,0,8.05,4,1
581,1,1,1,0,1,2,1,31.67915,6,0
582,0,1,0,0,0,1,0,93.5,4,1
583,0,3,0,0,0,1,0,8.6625,3,1
584,1,1,1,1,1,2,2,26.4,6,0
585,0,3,0,0,0,2,0,7.225,5,1
586,1,3,1,1,0,1,1,8.7,6,0
587,0,3,0,0,0,1,0,7.775,5,1
588,1,3,1,0,0,1,0,7.4958,3,1
589,0,1,0,0,0,1,0,30,5,1
590,1,3,1,0,0,1,0,9.5875,7,1
591,1,1,1,0,0,2,0,110.8833,5,1
592,1,1,1,1,0,2,1,39.13335,6,0
593,1,3,0,0,0,1,0,9.5,5,1
594,1,3,0,4,2,1,6,4.483928571,1,0
595,1,1,1,1,0,1,1,26,6,0
596,1,3,1,1,1,1,2,3.7111,1,0
597,0,2,0,0,0,3,0,15.5,6,1
598,0,3,1,1,0,1,1,8.05,4,0
599,0,3,0,0,0,1,0,8.05,4,1
600,0,3,0,0,0,1,0,7.775,5,1
601,0,3,0,1,1,3,2,5.166666667,6,0
602,1,3,1,0,2,1,2,5.566666667,4,0
603,0,1,0,1,0,1,1,39.425,6,0
604,1,3,1,0,1,2,1,6.70835,1,0
605,0,3,0,0,0,1,0,7.8958,5,1
606,0,3,0,8,2,1,10,6.322727273,5,0
607,1,1,1,0,0,2,0,79.2,3,1
608,0,3,0,0,0,1,0,7.8958,3,1
609,0,3,0,0,0,3,0,7.75,5,1
610,0,3,1,4,2,1,6,4.467857143,2,0
611,1,3,0,1,1,2,2,5.247233333,4,0
612,0,1,1,0,0,2,0,28.7125,6,1
613,0,3,0,0,0,2,0,18.7875,2,1
614,0,3,0,0,0,1,0,9.5,5,1
615,0,3,0,3,0,1,3,4.5,5,0
616,0,3,0,0,0,3,0,7.75,3,1
617,0,3,0,0,0,1,0,8.05,5,1
618,0,3,0,0,0,1,0,8.05,6,1
619,1,2,1,0,0,1,0,15.75,2,1
620,0,3,0,0,0,3,0,7.75,5,1
621,0,1,0,1,0,2,1,53.2125,6,0
622,0,1,0,0,0,1,0,25.5875,6,1
623,0,3,0,0,0,1,0,8.05,5,1
624,1,1,1,0,0,2,0,69.3,4,1
625,1,1,0,1,0,2,1,28.4646,6,0
626,0,3,0,0,0,1,0,7.4958,6,1
627,1,1,1,1,0,2,1,29.7,6,0
628,0,3,1,1,0,1,1,3.9625,5,0
629,0,3,0,2,0,1,2,2.641666667,5,0
630,0,3,1,3,2,1,5,4.65,1,0
631,0,3,0,0,0,1,0,7.8958,3,1
632,0,2,0,0,0,1,0,10.5,6,1
633,0,2,0,0,0,2,0,15.0458,4,1
634,1,3,0,1,0,2,1,5.62085,2,0
635,0,2,0,1,0,1,1,13,6,0
636,1,1,1,1,0,2,1,41.0854,5,0
637,0,3,0,0,0,2,0,7.225,4,1
638,0,3,0,0,0,2,0,7.8958,5,1
639,0,3,0,0,0,1,0,7.25,5,1
640,1,2,1,1,2,2,3,10.3948,1,0
641,0,3,0,5,2,1,7,5.8625,3,0
642,0,3,0,0,1,1,1,8.05,6,0
643,1,2,1,0,1,1,1,9.75,6,0
644,0,3,1,0,0,1,0,7.925,4,1
645,0,2,0,1,0,1,1,13,6,0
646,1,1,0,1,0,1,1,26.2771,6,0
647,0,3,0,0,0,1,0,7.775,3,1
648,0,3,0,0,0,1,0,7.925,5,1
649,0,3,0,0,0,3,0,7.75,4,1
650,0,3,1,0,5,3,5,4.854166667,6,0
651,0,3,1,1,0,1,1,4.7375,6,0
652,0,3,0,0,0,1,0,7.85,6,1
653,1,1,1,0,1,2,1,123.7604,6,0
654,1,1,0,0,2,1,2,27.2861,1,0
655,0,3,0,0,0,1,0,8.05,5,1
656,1,3,0,0,0,1,0,8.05,3,1
657,1,2,0,0,0,2,0,18.7875,5,1
658,0,3,0,1,0,1,1,3.625,4,0
659,1,3,1,0,0,1,0,7.775,3,1
660,0,2,0,0,0,1,0,13.5,4,1
661,0,3,0,0,0,1,0,7.7958,4,1
662,0,1,0,1,0,1,1,41.7375,6,0
663,0,3,0,4,1,1,5,6.614583333,3,0
664,0,3,1,0,0,3,0,7.75,4,1
665,0,3,1,0,2,2,2,5.081933333,3,0
666,0,3,0,0,0,3,0,7.7333,4,1
667,1,2,0,0,0,2,0,13.8625,4,1
668,1,3,1,0,0,1,0,7.925,5,1
669,0,3,0,1,3,1,4,6.875,3,0
670,1,1,0,1,1,1,2,27.2861,6,0
671,1,1,1,0,2,2,2,16.5,4,0
672,0,3,0,0,0,3,0,7.7333,4,1
673,1,1,0,0,0,2,0,76.7292,5,1
674,0,1,0,0,0,2,0,211.5,5,1
675,0,3,0,0,0,3,0,7.75,4,1
676,0,2,0,0,0,1,0,15,6,1
677,1,2,1,0,0,1,0,13.5,5,1
678,0,3,0,0,0,1,0,16.1,5,1
679,0,3,0,2,0,1,2,2.641666667,6,0
680,0,3,0,0,0,1,0,7.125,6,1
681,1,1,1,0,0,2,0,134.5,5,1
682,0,2,0,1,0,1,1,13,6,0
683,0,3,1,0,0,1,0,7.775,5,1
684,1,3,1,1,1,1,2,4.095833333,4,0
685,1,1,0,0,0,1,0,56.4958,6,1
686,0,3,1,1,0,1,1,7.775,5,0
687,0,3,1,1,5,1,6,4.467857143,6,0
688,1,3,0,0,0,1,0,7.8542,5,1
689,0,3,0,0,0,2,0,7.2292,4,1
690,1,1,0,1,0,2,1,27.72085,5,0
691,1,3,1,0,0,3,0,7.8792,4,1
692,0,2,0,0,0,1,0,26,3,1
693,0,1,0,0,0,1,0,26.55,6,1
694,0,3,0,0,0,1,0,8.6625,5,1
695,1,3,1,1,1,1,2,8.666666667,1,0
696,0,3,0,0,0,1,0,8.05,6,1
697,0,1,0,0,0,2,0,26,5,1
698,0,3,1,0,0,3,0,7.75,5,1
699,0,2,0,0,0,1,0,10.5,5,1
700,1,1,1,1,0,1,1,45,5,0
701,0,3,0,0,0,1,0,7.575,5,1
702,1,1,1,1,0,1,1,25.93125,5,0
703,1,3,1,0,2,2,2,7.452766667,6,0
704,1,2,1,0,0,1,0,10.5,5,1
705,0,3,0,0,0,1,0,7.25,5,1
706,1,3,1,0,2,1,2,5.3,6,0
707,0,3,1,0,0,1,0,7.8542,3,1
708,0,2,0,0,0,1,0,13,5,1
709,1,1,0,2,0,1,2,44.55,6,0
710,0,3,0,0,0,3,0,7.75,6,1
711,1,1,0,0,0,2,0,512.3292,5,1
712,1,1,1,0,0,1,0,25.9292,6,1
713,1,1,0,0,0,1,0,30.5,6,1
714,0,1,0,0,0,1,0,26,6,1
715,1,2,1,0,0,1,0,10.5,5,1
716,0,1,0,1,0,1,1,26,5,0
717,1,1,0,0,0,1,0,26.2875,5,1
718,1,2,1,0,0,1,0,16,6,1
719,0,3,0,0,0,1,0,7.8958,4,1
720,1,2,1,0,0,1,0,13,4,1
721,0,3,1,0,0,1,0,9.8375,4,1
722,1,3,0,0,0,1,0,8.05,4,1
723,0,2,0,1,0,1,1,10.5,5,0
724,1,3,1,0,0,3,0,7.75,4,1
725,0,2,0,0,0,1,0,10.5,5,1
726,0,3,0,4,1,1,5,6.614583333,1,0
727,0,2,1,1,0,1,1,10.5,5,0
728,0,3,0,0,0,1,0,7.8542,4,1
729,1,2,1,0,0,1,0,13,6,1
730,0,3,1,1,0,2,1,7.22915,5,0
731,1,3,0,0,0,2,0,7.2292,6,1
732,1,3,0,0,0,1,0,6.975,5,1
733,0,2,0,0,0,1,0,13,5,1
734,0,2,0,0,0,1,0,10.5,4,1
735,0,3,0,0,0,1,0,9,6,1
736,1,3,1,0,0,2,0,7.2292,6,1
737,0,3,0,0,0,1,0,7.8958,6,1
738,0,3,0,0,0,1,0,7.8958,3,1
739,1,3,1,1,0,1,1,3.9271,4,0
740,0,3,1,0,0,1,0,14.5,5,1
741,0,3,0,1,0,3,1,7.75,6,0
742,0,3,0,1,0,1,1,8.05,5,0
743,1,3,0,0,1,1,1,4.675,1,0
744,1,3,1,0,0,3,0,7.7333,3,1
745,1,1,1,1,1,2,2,27.71943333,6,0
746,0,1,1,1,0,1,1,110.8896,7,0
747,0,3,0,0,0,1,0,7.8792,3,1
748,0,3,0,0,0,1,0,7.8958,6,1
749,0,3,1,0,0,3,0,7.75,6,1
750,0,3,0,0,0,1,0,8.05,5,1
751,1,3,1,4,2,1,6,4.483928571,1,0
752,0,3,0,4,2,1,6,4.467857143,1,0
753,0,3,1,1,1,2,2,5.081933333,2,0
754,1,3,0,0,0,1,0,7.8875,4,1
755,1,2,1,0,0,2,0,13.7917,4,1
756,0,3,0,0,0,1,0,7.7958,4,1
757,0,1,0,1,0,2,1,113.7625,6,0
758,0,2,0,0,0,1,0,12.875,5,1
759,1,3,1,0,2,1,2,7.341666667,1,0
760,0,2,0,0,0,3,0,9.6875,7,1
761,1,2,1,2,1,1,3,9.75,2,0
762,0,3,1,0,0,1,0,7.8542,4,1
763,1,1,0,0,0,2,0,25.7417,5,1
764,0,1,0,0,0,1,0,26,6,1
765,0,3,0,1,1,1,2,8.05,6,0
766,1,3,0,0,0,1,0,8.1125,3,1
767,1,1,1,0,1,1,1,27.5,4,0
768,0,3,0,0,0,2,0,6.4375,5,1
769,0,3,0,0,0,2,0,7.2292,3,1
770,0,3,0,0,0,3,0,7.725,4,1
771,0,3,1,0,0,3,0,7.8792,5,1
772,0,3,0,2,0,1,2,6,3,0
773,1,2,1,0,2,1,2,4.833333333,4,0
774,0,3,1,0,0,3,0,7.75,6,1
775,1,3,1,1,0,1,1,8.05,4,0
776,0,3,1,0,0,3,0,7.75,6,1
777,0,3,0,0,0,1,0,8.05,5,1
778,0,1,0,0,0,1,0,51.8625,6,1
779,1,1,1,0,0,1,0,153.4625,6,1
780,1,1,1,0,0,1,0,78.85,5,1
781,0,3,0,0,0,2,0,7.225,4,1
782,0,3,0,0,0,1,0,8.05,5,1
783,0,1,0,1,0,1,1,30.5875,6,0
784,0,3,0,0,0,1,0,7.925,5,1
785,0,3,0,0,0,1,0,8.05,5,1
786,1,3,1,0,2,2,2,5.081933333,5,0
787,1,2,1,1,0,1,1,13,6,0
788,0,2,0,0,0,1,0,10.5,5,1
789,0,1,0,0,0,1,0,45.5,5,1
790,0,3,1,0,2,1,2,4.591666667,5,0
791,0,3,0,0,0,1,0,9.5,3,1
792,1,3,0,1,1,1,2,5.3,2,0
793,0,2,0,2,0,1,2,24.5,5,0
794,1,1,1,1,0,1,1,30.5875,6,0
795,0,2,0,0,0,1,0,13,6,1
796,0,3,0,4,1,3,5,4.854166667,1,0
797,0,3,1,0,0,1,0,7.75,6,1
798,1,2,1,1,2,1,3,16.25,4,0
799,1,1,1,0,1,1,1,19.7,3,0
800,1,2,1,1,2,1,3,16.25,4,0
801,0,3,1,2,0,1,2,2.8875,4,0
802,0,3,1,0,0,1,0,8.6625,5,1
803,1,3,0,0,0,1,0,56.4958,4,1
804,1,1,1,0,0,2,0,27.7208,5,1
805,0,3,0,1,0,1,1,8.05,4,0
806,0,1,0,0,0,1,0,26.55,7,1
807,1,1,1,1,0,2,1,73.2604,6,0
808,0,3,1,0,0,1,0,8.05,5,1
809,1,3,1,0,0,3,0,7.725,4,1
810,0,1,0,0,0,2,0,50.4958,6,1
811,0,2,0,0,0,2,0,15.0458,5,1
812,0,3,0,1,0,1,1,8.05,5,0
813,0,3,0,0,0,1,0,7.3125,4,1
814,0,3,0,0,0,1,0,7.7958,3,1
815,0,1,0,0,0,1,0,26.55,6,1
816,1,2,1,0,0,1,0,13,6,1
817,0,1,0,1,0,1,1,30,4,0
818,1,3,0,0,0,2,0,7.225,4,1
819,0,2,0,0,0,2,0,15.0333,5,1
820,0,3,1,0,0,3,0,7.6292,4,1
821,0,3,0,0,0,1,0,7.775,3,1
822,0,3,1,0,0,3,0,7.75,5,1
823,0,3,1,0,0,3,0,7.75,4,1
824,0,3,0,1,0,3,1,3.875,6,0
825,0,3,0,0,0,1,0,9.35,4,1
826,0,3,0,0,0,1,0,7.4958,4,1
827,0,3,0,0,0,1,0,8.6625,4,1
828,0,2,1,0,0,1,0,10.5,6,1
829,1,1,1,1,0,1,1,33.3,4,0
830,0,3,0,0,0,2,0,7.2292,5,1
831,0,1,0,1,1,1,2,26.55,6,0
832,0,2,1,1,1,1,2,4.333333333,3,0
833,0,1,0,0,0,1,0,0,6,1
834,0,3,0,0,0,3,0,7.25,4,1
835,0,1,0,0,0,2,0,75.2417,6,1
836,1,2,1,0,0,1,0,21,5,1
837,1,2,1,2,1,1,3,5.75,4,0
838,0,2,1,0,0,1,0,13,5,1
839,0,2,0,0,0,1,0,13,6,1
840,0,3,0,0,0,1,0,7.0542,6,1
841,0,3,1,0,2,1,2,6.7375,6,0
842,0,2,0,0,0,1,0,0,4,1
843,1,1,1,1,0,2,1,38.3646,6,0
844,1,2,1,0,0,1,0,10.5,3,1
845,1,3,0,0,0,3,0,7.75,4,1
846,1,3,0,0,1,1,1,6.2375,2,0
847,0,2,0,0,0,1,0,65,3,1
848,0,3,0,8,2,1,10,6.322727273,4,0
849,0,3,0,1,5,1,6,4.467857143,6,0
850,0,3,0,0,0,1,0,7.05,4,1
851,1,3,0,3,1,1,4,4.405,5,0
852,0,3,0,0,0,1,0,0,5,1
853,1,1,1,0,0,1,0,26.55,6,1
854,0,3,0,4,1,1,5,6.614583333,1,0
855,0,3,0,0,0,1,0,7.775,4,1
856,0,2,0,0,0,1,0,11.5,3,1
857,0,3,0,1,2,1,3,5.8625,4,0
858,1,2,0,0,0,1,0,13,6,1
859,0,3,0,0,0,1,0,7.8958,5,1
860,0,3,1,1,3,1,4,6.875,6,0
861,0,3,0,0,0,1,0,7.925,4,1
862,0,1,0,1,0,2,1,35.64165,6,0
863,1,1,0,0,0,1,0,30.5,5,1
864,0,1,0,0,0,1,0,22.525,5,1
865,0,1,0,1,0,1,1,27.95,6,0
866,0,3,0,2,0,2,2,7.2264,5,0
867,1,3,1,1,1,1,2,5.566666667,1,0
868,0,3,0,0,0,1,0,7.55,6,1
869,1,2,1,1,3,1,4,4.6,6,0
870,0,3,0,1,0,1,1,6.95,4,0
871,0,3,0,0,0,1,0,7.925,5,1
872,0,3,0,1,5,1,6,4.483928571,6,0
873,0,1,0,0,0,2,0,27.7208,5,1
874,0,3,0,2,0,1,2,8.05,4,0
875,0,2,0,0,0,1,0,0,5,1
876,0,3,0,0,0,1,0,8.05,4,1
877,1,1,1,1,1,2,2,44.83333333,6,0
878,0,3,0,1,0,1,1,3.9271,5,0
879,0,1,0,0,0,1,0,38.5,6,1
880,0,3,0,0,0,1,0,8.05,4,1
881,0,2,0,1,1,1,2,12.25,4,0
882,0,2,1,0,0,1,0,21,4,1
883,0,2,0,0,0,1,0,26,5,1
884,0,2,0,1,0,1,1,13,5,0
885,0,3,0,2,0,2,2,7.2264,5,0
886,0,3,0,0,0,1,0,8.6625,3,1
887,1,1,0,0,0,1,0,35.5,5,1
888,1,3,1,0,2,1,2,8.75,2,0
889,1,1,1,2,2,2,4,52.475,4,0
890,0,3,1,3,2,1,5,4.65,2,0
891,1,3,0,0,0,1,0,8.6625,5,1