Survived,Pclass,Sex,SibSp,Parch,Embarked,relatives,fare_pp,AgeGroup,Name_Letter,not_alone
0,3.0,0,4,1,3,5,4.854166666666667,2,18,0
0,2.0,0,1,0,2,1,13.8604,5,4,0
0,3.0,0,0,0,2,0,7.225,6,19,1
0,3.0,0,0,0,1,0,7.8542,5,11,1
1,1.0,0,0,2,2,2,44.833333333333336,2,19,0
0,3.0,1,4,2,1,6,4.4678571428571425,2,1,0
1,3.0,0,0,2,1,2,6.841666666666666,2,7,0
0,3.0,1,3,1,1,4,5.0933399999999995,4,12,0
1,1.0,1,0,0,1,0,151.55,5,4,1
0,3.0,1,0,0,3,0,8.1375,5,16,1
1,3.0,1,1,1,2,2,7.452766666666666,4,16,0
1,1.0,1,0,0,1,0,30.0,4,7,1
0,1.0,0,1,0,2,1,41.0854,5,13,0
0,3.0,0,0,0,1,0,7.75,3,2,1
0,3.0,0,0,0,1,0,8.05,5,18,1
0,3.0,0,2,0,1,2,8.049999999999999,4,4,0
0,3.0,1,0,0,1,0,7.775,3,16,1
1,1.0,1,1,1,1,2,54.95556666666667,6,23,0
1,2.0,1,0,2,1,2,13.0,3,2,0
1,2.0,1,1,0,1,1,13.0,5,23,0
1,3.0,1,0,1,1,1,8.05,3,3,0
1,1.0,1,0,1,2,1,28.9896,6,8,0
0,2.0,0,0,0,1,0,13.0,6,7,1
0,3.0,0,0,0,1,0,8.05,6,18,1
0,3.0,0,0,0,1,0,8.05,4,2,1
0,1.0,0,0,0,1,0,52.0,4,3,1
1,3.0,1,0,0,1,0,12.475,5,4,1
0,3.0,0,0,0,1,0,7.925,5,12,1
0,3.0,0,0,0,1,0,8.6542,5,10,1
1,3.0,1,0,0,1,0,7.65,3,1,1
0,3.0,0,5,2,1,7,5.8625,2,7,0
0,3.0,0,0,0,1,0,7.25,6,5,1
1,1.0,1,1,0,2,1,56.6375,4,14,0
0,3.0,0,0,0,1,0,8.05,6,6,1
0,3.0,1,0,0,1,0,8.6625,4,15,1
1,3.0,1,0,0,3,0,7.8792,4,4,1
0,3.0,1,1,0,1,1,8.9,3,1,0
0,1.0,0,0,0,2,0,79.2,6,18,1
0,3.0,0,0,0,2,0,7.225,5,26,1
1,1.0,0,0,0,2,0,35.5,6,19,1
1,2.0,1,2,3,1,5,3.125,4,18,0
0,3.0,1,8,2,1,10,6.322727272727272,5,19,0
0,1.0,0,1,1,1,2,23.666666666666668,7,3,0
0,3.0,0,0,0,1,0,7.8958,5,20,1
0,2.0,0,1,0,1,1,13.5,6,10,0
0,3.0,0,0,0,1,0,8.6625,4,16,1
1,1.0,0,1,0,2,1,45.5396,5,2,0
0,2.0,0,1,1,1,2,13.0,6,2,0
0,3.0,0,0,0,1,0,7.75,6,23,1
1,1.0,1,0,0,2,0,262.375,6,2,1
0,1.0,0,0,0,1,0,73.5,4,8,1
0,3.0,0,0,0,1,0,7.25,4,11,1
0,2.0,0,0,0,1,0,10.5,5,19,1
0,3.0,0,2,0,2,2,7.226400000000001,4,19,0
0,3.0,0,1,2,1,3,5.8625,5,10,0
0,3.0,0,1,0,2,1,7.2271,3,3,0
0,3.0,0,0,0,1,0,8.05,5,23,1
1,3.0,0,1,1,1,2,3.7111,1,10,0
0,3.0,0,0,0,1,0,16.1,4,2,1
0,3.0,1,1,0,1,1,4.9125,4,10,0
0,2.0,0,0,0,1,0,10.5,3,6,1
0,3.0,0,2,1,1,3,2.875,4,8,0
0,3.0,1,3,1,1,4,4.215,2,16,0
1,3.0,1,0,0,2,0,7.225,3,14,1
0,3.0,0,0,0,2,0,7.8958,4,11,1
1,3.0,0,0,0,1,0,7.925,6,19,1
1,1.0,1,1,4,1,5,43.833333333333336,6,6,0
0,3.0,0,1,0,2,1,7.2271,5,25,0
1,1.0,1,1,0,2,1,39.13335,6,19,0
0,3.0,0,1,1,1,2,8.75,6,8,0
0,3.0,0,0,0,1,0,6.45,6,8,1
1,1.0,1,1,0,1,1,26.55,5,3,0
1,3.0,0,1,1,2,2,7.452766666666666,6,16,0
0,3.0,0,0,0,1,0,7.5208,4,11,1
0,3.0,0,0,0,1,0,7.25,4,12,1
1,2.0,1,0,0,1,0,10.5,6,20,1
0,3.0,1,2,0,1,2,6.0,3,22,0
1,3.0,1,0,1,1,1,4.675,3,1,0
0,3.0,0,0,0,1,0,8.3625,5,7,1
1,2.0,1,1,1,1,2,8.75,6,8,0
1,1.0,1,2,0,1,2,17.15973333333333,6,1,0
0,2.0,0,0,0,1,0,13.0,4,7,1
0,3.0,0,1,0,2,1,7.22915,5,3,0
0,3.0,0,0,0,1,0,6.2375,7,14,1
1,1.0,0,0,0,1,0,0.0,6,9,1
1,2.0,1,0,0,1,0,10.5,4,3,1
1,2.0,1,0,1,1,1,11.5,5,4,0
0,1.0,0,0,0,1,0,26.0,5,13,1
0,3.0,0,0,0,1,0,7.775,5,18,1
0,3.0,0,0,0,1,0,7.8958,5,4,1
1,3.0,1,2,0,3,2,7.75,6,13,0
1,3.0,1,1,1,1,2,7.341666666666666,5,11,0
1,1.0,1,1,0,1,1,26.55,3,13,0
0,1.0,0,0,0,1,0,0.0,4,6,1
0,3.0,0,0,0,1,0,7.75,3,13,1
0,3.0,0,0,0,1,0,0.0,6,10,1
0,3.0,0,0,0,1,0,7.925,6,19,1
0,2.0,0,0,0,1,0,10.5,7,23,1
0,3.0,0,0,0,1,0,8.05,6,19,1
0,3.0,1,0,2,1,2,8.049999999999999,2,22,0
1,3.0,0,0,0,2,0,7.2292,5,11,1
0,1.0,0,1,0,2,1,37.625,7,23,0
1,1.0,0,0,0,1,0,30.5,6,19,1
0,3.0,0,0,0,1,0,8.05,4,19,1
0,3.0,0,0,0,1,0,7.8542,6,10,1
0,3.0,1,1,2,1,3,5.8625,4,10,0
1,1.0,1,1,0,1,1,26.55,5,6,0
1,2.0,0,1,1,1,2,8.666666666666666,1,14,0
1,2.0,1,0,0,1,0,10.5,6,18,1
0,3.0,0,0,0,1,0,10.1708,4,4,1
0,3.0,0,0,2,1,2,8.666666666666666,6,14,0
0,3.0,1,0,0,3,0,7.75,6,3,1
0,3.0,1,1,1,1,2,4.591666666666667,1,16,0
0,2.0,0,1,2,1,3,6.9375,6,23,0
0,3.0,0,0,0,1,0,7.8958,6,16,1
0,3.0,0,0,0,1,0,9.4833,5,12,1
0,3.0,1,1,1,1,2,4.8,5,4,0
0,2.0,0,0,0,1,0,13.0,6,2,1
1,3.0,1,0,0,2,0,7.2292,3,1,1
1,1.0,1,0,1,1,1,105.66875,6,18,0
0,3.0,0,0,0,1,0,7.05,5,10,1
1,3.0,0,1,1,1,2,6.25,1,18,0
0,3.0,0,0,0,1,0,7.8958,5,16,1
1,1.0,1,1,0,1,1,26.0,5,8,0
1,1.0,1,0,0,1,0,93.5,5,16,1
0,2.0,0,0,0,1,0,10.5,5,16,1
0,1.0,0,0,2,2,2,37.75833333333333,6,14,0
0,3.0,0,0,0,1,0,8.7125,4,23,1
1,3.0,0,0,1,2,1,4.25835,1,20,0
0,3.0,1,4,2,1,6,4.4678571428571425,1,1,0
0,3.0,0,1,1,1,2,4.833333333333333,2,22,0
1,2.0,1,0,0,1,0,13.5,6,11,1
1,1.0,0,1,0,1,1,28.5,5,4,0
0,3.0,0,0,0,1,0,8.05,4,3,1
0,3.0,0,0,0,1,0,8.05,5,13,1
1,1.0,1,0,1,2,1,31.67915,6,7,0
0,1.0,0,0,0,1,0,93.5,4,16,1
0,3.0,0,0,0,1,0,8.6625,3,3,1
1,1.0,1,1,1,2,2,26.400000000000002,6,6,0
0,3.0,0,0,0,2,0,7.225,5,26,1
1,3.0,1,1,0,1,1,8.7,6,4,0
0,3.0,0,0,0,1,0,7.775,5,10,1
1,3.0,1,0,0,1,0,7.4958,3,19,1
0,1.0,0,0,0,1,0,30.0,5,12,1
1,3.0,1,0,0,1,0,9.5875,7,20,1
1,1.0,1,0,0,2,0,110.8833,4,6,1
1,1.0,1,1,0,2,1,39.13335,6,5,0
1,3.0,0,0,0,1,0,9.5,5,4,1
1,3.0,0,4,2,1,6,4.483928571428572,1,1,0
1,1.0,1,1,0,1,1,26.0,4,20,0
1,3.0,1,1,1,1,2,3.7111,1,10,0
0,2.0,0,0,0,3,0,15.5,6,13,1
0,3.0,1,1,0,1,1,8.05,4,13,0
0,3.0,0,0,0,1,0,8.05,4,19,1
0,3.0,0,0,0,1,0,7.775,5,2,1
0,3.0,0,1,1,3,2,5.166666666666667,6,2,0
1,3.0,1,0,2,1,2,5.566666666666666,4,19,0
0,1.0,0,1,0,1,1,39.425,6,3,0
1,3.0,1,0,1,2,1,6.70835,1,11,0
0,3.0,0,0,0,1,0,7.8958,6,19,1
0,3.0,0,8,2,1,10,6.322727272727272,5,19,0
1,1.0,1,0,0,2,0,79.2,4,20,1
0,3.0,0,0,0,1,0,7.8958,6,18,1
0,3.0,0,0,0,3,0,7.75,5,13,1
0,3.0,1,4,2,1,6,4.4678571428571425,2,1,0
1,3.0,0,1,1,2,2,5.247233333333333,4,14,0
0,1.0,1,0,0,2,0,28.7125,6,9,1
0,3.0,0,0,0,2,0,18.7875,2,8,1
0,3.0,0,0,0,1,0,9.5,5,22,1
0,3.0,0,3,0,1,3,4.5,5,22,0
0,3.0,0,0,0,3,0,7.75,6,13,1
0,3.0,0,0,0,1,0,8.05,5,20,1
0,3.0,0,0,0,1,0,8.05,6,7,1
1,2.0,1,0,0,1,0,15.75,2,23,1
0,3.0,0,0,0,3,0,7.75,3,15,1
0,1.0,0,1,0,2,1,53.2125,6,4,0
0,1.0,0,0,0,1,0,25.5875,6,3,1
0,3.0,0,0,0,1,0,8.05,5,13,1
1,1.0,1,0,0,2,0,69.3,4,1,1
1,1.0,0,1,0,2,1,28.4646,6,4,0
0,3.0,0,0,0,1,0,7.4958,6,3,1
1,1.0,1,1,0,2,1,29.7,6,18,0
0,3.0,1,1,0,1,1,3.9625,5,9,0
0,3.0,0,2,0,1,2,2.6416666666666666,5,7,0
0,3.0,1,3,2,1,5,4.6499999999999995,1,19,0
0,3.0,0,0,0,1,0,7.8958,4,13,1
0,2.0,0,0,0,1,0,10.5,6,7,1
0,2.0,0,0,0,2,0,15.0458,4,18,1
1,3.0,0,1,0,2,1,5.62085,2,14,0
0,2.0,0,1,0,1,1,13.0,6,3,0
1,1.0,1,1,0,2,1,41.0854,4,13,0
0,3.0,0,0,0,2,0,7.225,4,1,1
0,3.0,0,0,0,2,0,7.8958,5,13,1
0,3.0,0,0,0,1,0,7.25,5,1,1
1,2.0,1,1,2,2,3,10.3948,1,12,0
0,3.0,0,5,2,1,7,5.8625,3,7,0
0,3.0,0,0,1,1,1,8.05,6,3,0
1,2.0,1,0,1,1,1,9.75,6,13,0
0,3.0,1,0,0,1,0,7.925,4,8,1
0,2.0,0,1,0,1,1,13.0,6,8,0
1,1.0,0,1,0,1,1,26.2771,6,11,0
0,3.0,0,0,0,1,0,7.775,5,16,1
0,3.0,0,0,0,1,0,7.925,5,13,1
0,3.0,0,0,0,3,0,7.75,5,11,1
0,3.0,1,0,5,3,5,4.854166666666667,6,18,0
0,3.0,1,1,0,1,1,4.7375,6,1,0
0,3.0,0,0,0,1,0,7.85,6,7,1
1,1.0,1,0,1,2,1,123.7604,6,2,0
1,1.0,0,0,2,1,2,27.2861,1,4,0
0,3.0,0,0,0,1,0,8.05,5,19,1
1,3.0,0,0,0,1,0,8.05,3,3,1
1,2.0,0,0,0,2,0,18.7875,5,1,1
0,3.0,0,1,0,1,1,3.625,4,2,0
1,3.0,1,0,0,1,0,7.775,3,14,1
0,2.0,0,0,0,1,0,13.5,4,7,1
0,3.0,0,0,0,1,0,7.7958,4,2,1
0,1.0,0,1,0,1,1,41.7375,6,8,0
0,3.0,0,4,1,1,5,6.614583333333333,3,16,0
0,3.0,1,0,0,3,0,7.75,4,4,1
0,3.0,1,0,2,2,2,5.081933333333333,3,2,0
0,3.0,0,0,0,3,0,7.7333,4,3,1
1,2.0,0,0,0,2,0,13.8625,4,14,1
1,3.0,1,0,0,1,0,7.925,5,8,1
0,3.0,0,1,3,1,4,6.875,3,6,0
1,1.0,0,1,1,1,2,27.2861,6,4,0
1,1.0,1,0,2,2,2,16.5,4,6,0
0,3.0,0,0,0,3,0,7.7333,5,15,1
1,1.0,0,0,0,2,0,76.7292,5,8,1
0,1.0,0,0,0,2,0,211.5,5,11,1
0,3.0,0,0,0,3,0,7.75,4,3,1
0,2.0,0,0,0,1,0,15.0,6,10,1
1,2.0,1,0,0,1,0,13.5,5,23,1
0,3.0,0,0,0,1,0,16.1,5,23,1
0,3.0,0,2,0,1,2,2.6416666666666666,6,7,0
0,3.0,0,0,0,1,0,7.125,6,14,1
1,1.0,1,0,0,2,0,134.5,5,23,1
0,2.0,0,1,0,1,1,13.0,6,12,0
0,3.0,1,0,0,1,0,7.775,5,8,1
1,3.0,1,1,1,1,2,4.095833333333333,4,8,0
1,1.0,0,0,0,1,0,56.4958,5,8,1
0,3.0,1,1,0,1,1,7.775,5,12,0
0,3.0,1,1,5,1,6,4.4678571428571425,6,1,0
1,3.0,0,0,0,1,0,7.8542,5,10,1
0,3.0,0,0,0,2,0,7.2292,6,18,1
1,1.0,0,1,0,2,1,27.72085,5,8,0
1,3.0,1,0,0,3,0,7.8792,5,13,1
0,2.0,0,0,0,1,0,26.0,3,7,1
0,1.0,0,0,0,1,0,26.55,6,2,1
0,3.0,0,0,0,1,0,8.6625,5,19,1
1,3.0,1,1,1,1,2,8.666666666666666,1,17,0
0,3.0,0,0,0,1,0,8.05,6,11,1
0,1.0,0,0,0,2,0,26.0,5,2,1
0,3.0,1,0,0,3,0,7.75,5,13,1
0,2.0,0,0,0,1,0,10.5,5,10,1
1,1.0,1,1,0,1,1,45.0,5,8,0
0,3.0,0,0,0,1,0,7.575,5,19,1
1,1.0,1,1,0,1,1,25.93125,5,11,0
1,3.0,1,0,2,2,2,7.452766666666666,6,16,0
1,2.0,1,0,0,1,0,10.5,5,14,1
0,3.0,0,0,0,1,0,7.25,5,3,1
1,3.0,1,0,2,1,2,5.3,6,3,0
0,3.0,1,0,0,1,0,7.8542,3,22,1
0,2.0,0,0,0,1,0,13.0,5,13,1
1,1.0,0,2,0,1,2,44.550000000000004,6,6,0
0,3.0,0,0,0,3,0,7.75,5,19,1
1,1.0,0,0,0,2,0,512.3292,5,12,1
1,1.0,1,0,0,1,0,25.9292,6,12,1
1,1.0,0,0,0,1,0,30.5,6,16,1
0,1.0,0,0,0,1,0,26.0,6,10,1
1,2.0,1,0,0,1,0,10.5,5,12,1
0,1.0,0,1,0,1,1,26.0,5,4,0
1,1.0,0,0,0,1,0,26.2875,5,19,1
1,2.0,1,0,0,1,0,16.0,6,8,1
0,3.0,0,0,0,1,0,7.8958,4,19,1
1,2.0,1,0,0,1,0,13.0,4,2,1
0,3.0,1,0,0,1,0,9.8375,4,19,1
1,3.0,0,0,0,1,0,8.05,4,4,1
0,2.0,0,1,0,1,1,10.5,5,18,0
1,3.0,1,0,0,3,0,7.75,5,8,1
0,2.0,0,0,0,1,0,10.5,5,3,1
0,3.0,0,4,1,1,5,6.614583333333333,1,16,0
0,2.0,1,1,0,1,1,10.5,5,20,0
0,3.0,0,0,0,1,0,7.8542,4,10,1
1,2.0,1,0,0,1,0,13.0,6,2,1
0,3.0,1,1,0,2,1,7.22915,6,3,0
1,3.0,0,0,0,2,0,7.2292,6,13,1
1,3.0,0,0,0,1,0,6.975,5,8,1
0,2.0,0,0,0,1,0,13.0,5,1,1
0,2.0,0,0,0,1,0,10.5,4,18,1
0,3.0,0,0,0,1,0,9.0,6,22,1
1,3.0,1,0,0,2,0,7.2292,5,13,1
0,3.0,0,0,0,1,0,7.8958,6,18,1
0,3.0,0,0,0,1,0,7.8958,5,12,1
1,3.0,1,1,0,1,1,3.9271,4,1,0
0,3.0,1,0,0,1,0,14.5,3,18,1
0,3.0,0,1,0,3,1,7.75,6,15,0
0,3.0,0,1,0,1,1,8.05,5,20,0
1,3.0,0,0,1,1,1,4.675,1,1,0
1,3.0,1,0,0,3,0,7.7333,3,7,1
1,1.0,1,1,1,2,2,27.71943333333333,6,3,0
0,1.0,1,1,0,1,1,110.8896,7,19,0
0,3.0,0,0,0,1,0,7.8792,5,12,1
0,3.0,0,0,0,1,0,7.8958,5,4,1
0,3.0,1,0,0,3,0,7.75,6,14,1
0,3.0,0,0,0,1,0,8.05,5,3,1
1,3.0,1,4,2,1,6,4.483928571428572,1,1,0
0,3.0,0,4,2,1,6,4.4678571428571425,1,1,0
0,3.0,1,1,1,2,2,5.081933333333333,2,2,0
1,3.0,0,0,0,1,0,7.8875,3,8,1
1,2.0,1,0,0,2,0,13.7917,4,10,1
0,3.0,0,0,0,1,0,7.7958,4,19,1
0,1.0,0,1,0,2,1,113.7625,6,1,0
0,2.0,0,0,0,1,0,12.875,4,23,1
1,3.0,1,0,2,1,2,7.341666666666666,1,11,0
0,2.0,0,0,0,3,0,9.6875,7,13,1
1,2.0,1,2,1,1,3,9.75,2,2,0
0,3.0,1,0,0,1,0,7.8542,4,2,1
1,1.0,0,0,0,2,0,25.7417,4,15,1
0,1.0,0,0,0,1,0,26.0,6,3,1
0,3.0,0,1,1,1,2,8.049999999999999,6,22,0
1,3.0,0,0,0,1,0,8.1125,6,10,1
1,1.0,1,0,1,1,1,27.5,3,3,0
0,3.0,0,0,0,2,0,6.4375,5,12,1
0,3.0,0,0,0,2,0,7.2292,3,11,1
0,3.0,0,0,0,3,0,7.725,3,19,1
0,3.0,1,0,0,3,0,7.8792,5,2,1
0,3.0,0,2,0,1,2,6.0,3,22,0
1,2.0,1,0,2,1,2,4.833333333333333,4,8,0
0,3.0,1,0,0,3,0,7.75,5,6,1
1,3.0,1,1,0,1,1,8.05,6,20,0
0,3.0,1,0,0,3,0,7.75,3,8,1
0,3.0,0,0,0,1,0,8.05,5,3,1
0,1.0,0,0,0,1,0,51.8625,6,13,1
1,1.0,1,0,0,1,0,153.4625,6,19,1
1,1.0,1,0,0,1,0,78.85,5,2,1
0,3.0,0,0,0,2,0,7.225,4,2,1
0,3.0,0,0,0,1,0,8.05,5,1,1
0,1.0,0,1,0,1,1,30.5875,6,3,0
0,3.0,0,0,0,1,0,7.925,5,16,1
0,3.0,0,0,0,1,0,8.05,5,13,1
1,3.0,1,0,2,2,2,5.081933333333333,5,20,0
1,2.0,1,1,0,1,1,13.0,6,12,0
0,2.0,0,0,0,1,0,10.5,5,2,1
0,1.0,0,0,0,1,0,45.5,5,12,1
0,3.0,1,0,2,1,2,4.591666666666667,5,16,0
0,3.0,0,0,0,1,0,9.5,5,22,1
1,3.0,0,1,1,1,2,5.3,2,3,0
0,2.0,0,2,0,1,2,24.5,5,8,0
1,1.0,1,1,0,1,1,30.5875,6,3,0
0,2.0,0,0,0,1,0,13.0,6,16,1
0,3.0,0,4,1,3,5,4.854166666666667,1,18,0
0,3.0,1,0,0,1,0,7.75,6,12,1
1,2.0,1,1,2,1,3,16.25,4,8,0
1,1.0,1,0,1,1,1,19.7,3,12,0
1,2.0,1,1,2,1,3,16.25,4,8,0
0,3.0,1,2,0,1,2,2.8874999999999997,4,11,0
0,3.0,1,0,0,1,0,8.6625,5,3,1
1,3.0,0,0,0,1,0,56.4958,4,6,1
1,1.0,1,0,0,2,0,27.7208,5,3,1
0,3.0,0,1,0,1,1,8.05,4,13,0
0,1.0,0,0,0,1,0,26.55,7,19,1
1,1.0,1,1,0,2,1,73.2604,3,19,0
0,3.0,1,0,0,1,0,8.05,4,13,1
1,3.0,1,0,0,3,0,7.725,4,2,1
0,1.0,0,0,0,2,0,50.4958,6,2,1
0,2.0,0,0,0,2,0,15.0458,5,13,1
0,3.0,0,1,0,1,1,8.05,5,12,0
0,3.0,0,0,0,1,0,7.3125,5,15,1
0,3.0,0,0,0,1,0,7.7958,3,6,1
0,1.0,0,0,0,1,0,26.55,6,11,1
1,2.0,1,0,0,1,0,13.0,6,19,1
0,1.0,0,1,0,1,1,30.0,4,19,0
1,3.0,0,0,0,2,0,7.225,4,22,1
0,2.0,0,0,0,2,0,15.0333,5,16,1
0,3.0,1,0,0,3,0,7.6292,5,15,1
0,3.0,0,0,0,1,0,7.775,3,5,1
0,3.0,1,0,0,3,0,7.75,5,13,1
0,3.0,1,0,0,3,0,7.75,5,15,1
0,3.0,0,1,0,3,1,3.875,5,11,0
0,3.0,0,0,0,1,0,9.35,4,2,1
0,3.0,0,0,0,1,0,7.4958,4,3,1
0,3.0,0,0,0,1,0,8.6625,4,15,1
0,2.0,1,0,0,1,0,10.5,6,13,1
1,1.0,1,1,0,1,1,33.3,4,16,0
0,3.0,0,0,0,2,0,7.2292,6,20,1
0,1.0,0,1,1,1,2,26.55,6,20,0
0,2.0,1,1,1,1,2,4.333333333333333,3,8,0
0,1.0,0,0,0,1,0,0.0,6,16,1
0,3.0,0,0,0,3,0,7.25,4,3,1
0,1.0,0,0,0,2,0,75.2417,6,13,1
1,2.0,1,0,0,1,0,21.0,5,3,1
1,2.0,1,2,1,1,3,5.75,4,8,0
0,2.0,1,0,0,1,0,13.0,5,3,1
0,2.0,0,0,0,1,0,13.0,6,13,1
0,3.0,0,0,0,1,0,7.0542,6,12,1
0,3.0,1,0,2,1,2,6.7375,6,18,0
0,2.0,0,0,0,1,0,0.0,4,6,1
1,1.0,1,1,0,2,1,38.3646,6,8,0
1,2.0,1,0,0,1,0,10.5,3,9,1
1,3.0,0,0,0,3,0,7.75,6,18,1
1,3.0,0,0,1,1,1,6.2375,2,13,0
0,2.0,0,0,0,1,0,65.0,3,19,1
0,3.0,0,8,2,1,10,6.322727272727272,6,19,0
0,3.0,0,1,5,1,6,4.4678571428571425,6,1,0
0,3.0,0,0,0,1,0,7.05,4,3,1
1,3.0,0,3,1,1,4,4.404999999999999,5,11,0
0,3.0,0,0,0,1,0,0.0,3,16,1
1,1.0,1,0,0,1,0,26.55,6,2,1
0,3.0,0,4,1,1,5,6.614583333333333,1,16,0
0,3.0,0,0,0,1,0,7.775,4,12,1
0,2.0,0,0,0,1,0,11.5,3,2,1
0,3.0,0,1,2,1,3,5.8625,5,10,0
1,2.0,0,0,0,1,0,13.0,6,8,1
0,3.0,0,0,0,1,0,7.8958,5,13,1
0,3.0,1,1,3,1,4,6.875,6,6,0
0,3.0,0,0,0,1,0,7.925,4,19,1
0,1.0,0,1,0,2,1,35.64165,6,3,0
1,1.0,0,0,0,1,0,30.5,5,4,1
0,1.0,0,0,0,1,0,22.525,5,8,1
0,1.0,0,1,0,1,1,27.95,6,19,0
0,3.0,0,2,0,2,2,7.226400000000001,3,19,0
1,3.0,1,1,1,1,2,5.566666666666666,1,19,0
0,3.0,0,0,0,1,0,7.55,6,13,1
1,2.0,1,1,3,1,4,4.6,6,8,0
0,3.0,0,1,0,1,1,6.95,4,4,0
0,3.0,0,0,0,1,0,7.925,5,20,1
0,3.0,0,1,5,1,6,4.483928571428572,6,1,0
0,1.0,0,0,0,2,0,27.7208,5,15,1
0,3.0,0,2,0,1,2,8.049999999999999,4,4,0
0,2.0,0,0,0,1,0,0.0,5,11,1
0,3.0,0,0,0,1,0,8.05,4,19,1
1,1.0,1,1,1,2,2,44.833333333333336,6,19,0
0,3.0,0,1,0,1,1,3.9271,5,8,0
0,1.0,0,0,0,1,0,38.5,6,7,1
0,3.0,0,0,0,1,0,8.05,4,2,1
0,2.0,0,1,1,1,2,12.25,4,14,0
0,2.0,1,0,0,1,0,21.0,5,3,1
0,2.0,0,0,0,1,0,26.0,5,19,1
0,2.0,0,1,0,1,1,13.0,5,23,0
0,3.0,0,2,0,2,2,7.226400000000001,4,19,0
0,3.0,0,0,0,1,0,8.6625,3,3,1
1,1.0,0,0,0,1,0,35.5,4,23,1
1,3.0,1,0,2,1,2,8.75,2,3,0
1,1.0,1,2,2,2,4,52.475,4,18,0
0,3.0,1,3,2,1,5,4.6499999999999995,2,19,0
1,3.0,0,0,0,1,0,8.6625,5,12,1
